Format Version,1.23,Take Name,Take 2023-03-29 06.23.40 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-03-29 06.23.40.520 下午,Capture Start Frame,87471,Total Frames in Take,906,Total Exported Frames,906,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
208,1.733000,0.135145,0.113725,0.981942,-0.067765,-84.332024,971.051941,-71.408714,-95.882286,964.688660,0.396639,-82.342491,906.335388,-110.410126,-72.616364,989.725891,-145.236816,-86.486893,1023.457642,-30.384310,0.883916,0.459379,-0.087109,0.008750,421.614410,964.473877,-50.363918,414.761230,945.732239,20.335402,415.326874,900.471558,-30.720909,427.959656,1039.737305,-64.035133,428.409882,971.954529,-127.035126,0.000627,-0.017656,0.000121,0.999844,173.570908,1087.665649,-163.490005,357.990356,1083.065063,-402.042633,-3.111765,1084.180298,-409.614075,-9.454936,1092.300415,75.266991,348.859894,1091.116577,82.429680,357.864319,1083.442871,-402.691406,-2.845228,1083.803955,-410.055695,-9.775324,1092.785278,76.050385,348.974213,1090.721924,82.904869,-95.850761,963.753723,1.790700,-82.451530,906.299927,-110.287567,-72.442818,990.064453,-145.467575,-86.539688,1023.603577,-30.935640,415.331329,945.569885,20.094469,414.628387,899.900940,-30.890789,427.203430,1041.847046,-65.298843,429.214996,971.507507,-124.978638
209,1.741000,0.132070,0.113807,0.982599,-0.064062,-83.739037,970.764465,-71.717865,-95.838501,964.522461,0.007637,-81.903801,906.012085,-110.667183,-71.378098,989.314514,-145.471954,-85.835655,1023.208740,-30.739737,0.885089,0.456722,-0.089306,0.006886,421.330139,964.019714,-50.772270,414.739899,945.260376,19.947369,414.754791,900.040527,-31.148216,428.064209,1039.254395,-64.415726,427.761597,971.523621,-127.472610,0.000491,-0.017663,0.000103,0.999844,173.531769,1087.756226,-163.525696,357.954315,1083.083252,-402.074524,-3.147662,1084.211426,-409.651215,-9.497166,1092.463379,75.227516,348.817566,1091.266602,82.395432,357.838318,1083.487915,-402.703674,-2.880895,1083.819946,-410.002289,-9.844833,1093.000977,75.963470,348.932739,1090.819458,82.851074,-95.774948,963.592285,1.391767,-82.038116,906.022888,-110.517220,-71.184898,989.611877,-145.733612,-85.917656,1023.345337,-31.320810,415.262604,945.183411,19.723591,414.131256,899.511169,-31.223833,427.091248,1041.366089,-65.721649,428.892365,971.229675,-125.229729
210,1.750000,0.130280,0.115091,0.982666,-0.064416,-83.120911,970.355957,-72.123123,-95.470947,964.253113,-0.428356,-81.052048,905.521423,-110.923851,-70.519684,988.762878,-145.872437,-85.440887,1022.886414,-31.267635,0.886350,0.453852,-0.091529,0.004946,420.961212,963.560974,-51.215466,414.631775,944.780090,19.522268,414.069824,899.608521,-31.612865,428.118225,1038.762207,-64.828400,427.024902,971.093384,-127.942978,0.000433,-0.017661,0.000078,0.999844,173.523758,1087.797485,-163.535004,357.945251,1083.087158,-402.083801,-3.156602,1084.233643,-409.659546,-9.504125,1092.541870,75.218201,348.810486,1091.326904,82.385155,357.828156,1083.505981,-402.704224,-2.871496,1083.824097,-410.018219,-9.850602,1093.075562,75.954346,348.913483,1090.894897,82.780998,-95.221619,963.122253,1.092344,-81.315681,905.546448,-110.629112,-70.311798,989.000549,-146.172516,-85.568161,1022.998352,-31.641867,415.103851,944.696838,19.294504,413.542816,899.199890,-31.587124,426.955841,1040.872681,-66.184837,428.671967,970.966858,-125.341476
211,1.758000,0.131993,0.115438,0.982235,-0.066835,-82.849876,969.958191,-72.239075,-94.886223,963.827026,-0.493400,-80.643661,905.118896,-111.024239,-70.625984,988.393555,-146.044739,-85.243561,1022.493103,-31.393696,0.887306,0.451652,-0.093207,0.003386,420.555359,963.236511,-51.605053,414.427399,944.427124,19.142851,413.421967,899.302917,-32.027332,428.036560,1038.412109,-65.184845,426.335449,970.803955,-128.350983,0.000440,-0.017632,0.000071,0.999844,173.545929,1087.796509,-163.540298,357.953674,1083.086914,-402.099854,-3.148675,1084.238281,-409.654694,-9.468153,1092.539917,75.223518,348.846893,1091.320190,82.369789,357.835327,1083.507568,-402.739410,-2.843920,1083.820557,-410.054260,-9.801314,1093.041992,75.976585,348.933716,1090.926880,82.727623,-94.687202,962.660339,1.094807,-80.850967,905.052551,-110.804779,-70.416878,988.689453,-146.350906,-85.352631,1022.647278,-31.789299,414.939850,944.368896,18.899223,412.846619,898.856079,-31.978584,426.705322,1040.526855,-66.566826,428.298492,970.820801,-125.622375
212,1.766000,0.133986,0.115832,0.981750,-0.069260,-82.715858,969.644897,-72.315010,-94.398117,963.497498,-0.512205,-80.396072,904.795837,-111.077225,-70.910477,988.096130,-146.184814,-85.158699,1022.190063,-31.485565,0.888231,0.449582,-0.094429,0.002150,420.154022,962.965576,-51.926334,414.155945,944.134766,18.826996,412.777710,899.052490,-32.371490,427.950134,1038.114502,-65.476463,425.732300,970.560486,-128.684479,0.000448,-0.017607,0.000156,0.999845,173.540375,1087.791504,-163.569717,357.936646,1083.116821,-402.138824,-3.166303,1084.206299,-409.675110,-9.462282,1092.500610,75.203613,348.853363,1091.342041,82.331436,357.824432,1083.524536,-402.782593,-2.850836,1083.801147,-410.066711,-9.800573,1092.982788,75.965675,348.928680,1090.973633,82.659088,-94.234413,962.278320,1.078688,-80.577408,904.724060,-110.874977,-70.712738,988.395203,-146.491760,-85.252884,1022.369507,-31.881556,414.707153,944.087158,18.596460,412.150330,898.565857,-32.321507,426.479950,1040.264648,-66.976891,427.973969,970.717041,-125.792694
213,1.774000,0.135451,0.116217,0.981402,-0.070683,-82.632965,969.373169,-72.421776,-94.066032,963.242859,-0.577405,-80.269943,904.504639,-111.148941,-71.115570,987.806213,-146.341568,-85.080246,1021.938782,-31.618959,0.889442,0.447013,-0.095244,0.000888,419.846680,962.749146,-52.171295,413.903290,943.880615,18.576603,412.139557,898.860413,-32.664639,428.053864,1037.864868,-65.662743,425.289978,970.390747,-128.934509,0.000444,-0.017593,0.000184,0.999845,173.528717,1087.794922,-163.603485,357.918488,1083.128052,-402.177704,-3.184676,1084.197998,-409.703827,-9.467408,1092.496094,75.174927,348.848419,1091.357056,82.292664,357.802979,1083.554565,-402.842041,-2.854331,1083.780029,-410.116547,-9.782178,1092.957031,75.923088,348.906830,1091.010742,82.585846,-93.968201,962.142212,1.045425,-80.404640,904.446411,-111.008301,-70.921127,988.153625,-146.616791,-85.155678,1022.096863,-32.117226,414.542664,943.864014,18.367077,411.395721,898.324036,-32.654987,426.280090,1039.985229,-67.333382,427.759735,970.637268,-125.936134
214,1.783000,0.136298,0.116361,0.981250,-0.070939,-82.534103,969.121704,-72.614304,-93.839714,963.013733,-0.747874,-80.214890,904.239807,-111.321671,-71.152267,987.531738,-146.560837,-84.929466,1021.701477,-31.826609,0.888513,0.445468,-0.110003,-0.001063,418.210846,961.938171,-52.981457,414.222565,943.791809,18.091850,410.917572,898.266541,-32.624268,426.197876,1036.895020,-67.453072,421.505280,968.799316,-129.940445,0.000432,-0.017591,0.000257,0.999845,173.524048,1087.799805,-163.657288,357.913757,1083.153809,-402.231934,-3.189549,1084.170532,-409.756958,-9.471997,1092.480347,75.121552,348.843994,1091.394043,82.238213,357.784119,1083.607056,-402.922333,-2.845337,1083.745483,-410.183014,-9.783200,1092.947144,75.889809,348.894226,1091.051147,82.513931,-93.755608,962.005615,0.701088,-80.337914,904.176880,-111.187675,-70.957169,987.913696,-146.807251,-84.998482,1021.859985,-32.360714,414.408661,943.667908,18.162409,410.696442,898.115173,-32.980274,425.954132,1039.576904,-67.728989,421.735901,967.878662,-129.246887
215,1.791000,0.136054,0.116766,0.981289,-0.070187,-82.405884,968.866089,-72.779633,-93.771378,962.841797,-0.915572,-80.143974,903.944214,-111.423233,-70.946495,987.190308,-146.735489,-84.761597,1021.487976,-32.044010,0.888595,0.444666,-0.112544,-0.002109,417.746002,961.760498,-53.238586,414.112518,943.662109,17.865940,410.453827,898.113342,-32.804771,425.783356,1036.695068,-67.797287,420.634308,968.571594,-130.218323,0.000423,-0.017583,0.000288,0.999845,173.493500,1087.793945,-163.734558,357.879578,1083.154907,-402.312286,-3.224030,1084.149292,-409.831299,-9.498909,1092.467529,75.047287,348.817352,1091.403564,82.158012,357.698517,1083.663330,-403.051422,-2.857852,1083.716553,-410.269501,-9.801007,1092.938110,75.809196,348.869080,1091.063232,82.423050,-93.746368,962.009583,0.431560,-80.252670,903.850769,-111.285583,-70.759186,987.660156,-146.979233,-84.806450,1021.594788,-32.635117,414.243164,943.525574,17.944786,410.291412,898.001221,-33.171494,425.698212,1039.239136,-67.948074,420.726227,967.548401,-129.637848
216,1.800000,0.135047,0.117371,0.981474,-0.068518,-82.244934,968.596985,-73.003426,-93.807404,962.710571,-1.159377,-80.075012,903.612488,-111.546906,-70.547623,986.779907,-146.956894,-84.549606,1021.284790,-32.350300,0.888826,0.443749,-0.114299,-0.003224,417.332947,961.655701,-53.466488,413.950745,943.549438,17.648455,409.991455,898.019409,-33.016430,425.466980,1036.576660,-68.042175,419.922607,968.477356,-130.455917,0.000403,-0.017612,0.000356,0.999845,173.435593,1087.788086,-163.870575,357.836304,1083.163818,-402.437164,-3.266901,1084.109009,-409.977509,-9.571493,1092.447266,74.900253,348.744446,1091.432129,82.032143,357.597656,1083.734375,-403.220734,-2.887828,1083.675049,-410.405853,-9.872642,1092.934326,75.657639,348.800354,1091.083740,82.291122,-93.733803,961.937866,0.156345,-80.211334,903.520996,-111.384682,-70.337471,987.223328,-147.247314,-84.628937,1021.368713,-32.923584,414.072083,943.380066,17.735573,409.839447,897.930725,-33.346584,425.398071,1039.047119,-68.276581,420.018524,967.429626,-129.845642
217,1.808000,0.133882,0.117753,0.981687,-0.067086,-82.091385,968.364380,-73.173363,-93.864571,962.573242,-1.355790,-79.976280,903.338928,-111.650757,-70.147301,986.449646,-147.111328,-84.377296,1021.095520,-32.575333,0.889037,0.442916,-0.115847,-0.004235,416.983612,961.544067,-53.656403,413.823639,943.427551,17.466146,409.595673,897.916992,-33.194542,425.206543,1036.452881,-68.244202,419.308533,968.379028,-130.653107,0.000394,-0.017649,0.000404,0.999844,173.349609,1087.803467,-163.991287,357.768402,1083.191895,-402.544128,-3.334343,1084.102783,-410.111237,-9.675607,1092.450073,74.765923,348.639893,1091.468872,81.924332,357.506348,1083.787598,-403.367737,-2.948465,1083.666138,-410.542511,-9.963387,1092.924194,75.497078,348.694122,1091.128418,82.185791,-93.728798,961.838989,-0.020462,-80.150703,903.261414,-111.458305,-69.910347,986.876648,-147.427353,-84.497932,1021.138672,-33.155750,413.950470,943.228149,17.552629,409.436340,897.842834,-33.488018,425.113800,1038.992065,-68.577545,419.435638,967.300293,-129.996124
218,1.816000,0.132798,0.118400,0.981825,-0.066074,-81.947495,968.172607,-73.346672,-93.908554,962.498169,-1.550838,-79.839355,903.091370,-111.730057,-69.790840,986.138062,-147.279221,-84.251160,1020.962708,-32.826366,0.889134,0.442232,-0.117676,-0.004989,416.588135,961.442566,-53.841011,413.679413,943.361633,17.301298,409.187225,897.835266,-33.322453,424.863464,1036.333008,-68.493774,418.622406,968.240601,-130.849213,0.000408,-0.017720,0.000474,0.999843,173.258804,1087.823364,-164.096970,357.712341,1083.243774,-402.623657,-3.389478,1084.104004,-410.242249,-9.801134,1092.438232,74.634254,348.513489,1091.507324,81.843796,357.440216,1083.849609,-403.455170,-2.995654,1083.665649,-410.692932,-10.071350,1092.896118,75.362152,348.557434,1091.183716,82.086288,-93.724884,961.724792,-0.191067,-80.033218,903.027771,-111.536369,-69.545212,986.526489,-147.586456,-84.390022,1021.017883,-33.370045,413.792847,943.149109,17.419325,409.039185,897.772156,-33.641327,424.809021,1038.936279,-68.843048,418.721436,967.170044,-130.230011
219,1.825000,0.131884,0.119009,0.981919,-0.065410,-81.754280,967.975891,-73.529884,-93.868362,962.401001,-1.751907,-79.628281,902.845581,-111.828926,-69.428658,985.838989,-147.459244,-84.091736,1020.817993,-33.079227,0.888868,0.441874,-0.120913,-0.006369,416.089813,961.390015,-54.119232,413.669708,943.345764,17.050695,408.789612,897.797852,-33.517712,424.313507,1036.267578,-68.866837,417.586365,968.149048,-131.143188,0.000435,-0.017821,0.000541,0.999841,173.165375,1087.853271,-164.197418,357.667450,1083.311157,-402.687225,-3.432900,1084.122925,-410.378326,-9.943157,1092.430664,74.497208,348.370148,1091.547974,81.778702,357.361084,1083.959473,-403.575714,-3.024848,1083.667480,-410.847107,-10.194955,1092.874512,75.189362,348.413666,1091.230103,82.027725,-93.709778,961.606506,-0.388351,-79.792343,902.766174,-111.685089,-69.187775,986.236328,-147.732758,-84.211327,1020.909668,-33.617065,413.757721,943.103210,17.203079,408.666718,897.766357,-33.846054,424.316925,1038.865479,-69.243065,417.650391,967.041199,-130.549652
220,1.833000,0.131002,0.119167,0.982092,-0.064286,-81.618187,967.867981,-73.666893,-93.891495,962.349548,-1.911618,-79.541939,902.716248,-111.932175,-69.104599,985.673157,-147.578644,-83.934647,1020.732910,-33.244904,0.888580,0.441640,-0.123788,-0.007508,415.641266,961.383179,-54.369061,413.654572,943.380371,16.824766,408.443390,897.805664,-33.686481,423.803375,1036.248901,-69.209984,416.663727,968.097839,-131.404633,0.000464,-0.017940,0.000636,0.999839,173.068085,1087.901978,-164.290558,357.627869,1083.408081,-402.736603,-3.470764,1084.151367,-410.513824,-10.098204,1092.431396,74.360641,348.213501,1091.616455,81.727531,357.285736,1084.098389,-403.675629,-3.044439,1083.682861,-411.006073,-10.329328,1092.860229,75.034294,348.248932,1091.309937,81.968483,-93.690605,961.378906,-0.612550,-79.721649,902.641907,-111.762344,-68.830841,986.090576,-147.851227,-84.070229,1020.907410,-33.808502,413.721222,943.122742,16.993856,408.341522,897.794189,-34.020222,423.857208,1038.816650,-69.551109,416.693024,966.993958,-130.876465
221,1.841000,0.129917,0.119347,0.982288,-0.063150,-81.465935,967.856934,-73.781448,-93.927650,962.395935,-2.054252,-79.422043,902.683350,-112.011391,-68.734634,985.603210,-147.670181,-83.779350,1020.745178,-33.389740,0.888377,0.441284,-0.126421,-0.008551,415.248047,961.392273,-54.629375,413.652039,943.430420,16.584623,408.124634,897.831116,-33.870800,423.376251,1036.244263,-69.558159,415.839203,968.063416,-131.673248,0.000502,-0.018046,0.000776,0.999837,172.981155,1087.943970,-164.378464,357.592804,1083.518799,-402.785736,-3.504485,1084.161011,-410.639404,-10.237023,1092.405029,74.234245,348.073364,1091.690430,81.677048,357.198608,1084.265137,-403.775452,-3.072246,1083.702881,-411.111298,-10.462986,1092.842041,74.913757,348.101227,1091.384277,81.906273,-93.705719,961.263794,-0.669296,-79.608429,902.608276,-111.831055,-68.436272,986.054810,-147.943207,-83.917549,1020.959717,-33.988998,413.712799,943.162781,16.766411,408.026428,897.821533,-34.212502,423.445374,1038.830322,-69.950325,415.861389,967.003235,-131.146271
222,1.850000,0.128351,0.119637,0.982553,-0.061676,-81.256538,967.899475,-73.903557,-93.985039,962.519287,-2.217099,-79.239433,902.694519,-112.081253,-68.220314,985.562744,-147.759018,-83.581299,1020.821350,-33.556606,0.888101,0.441213,-0.128543,-0.009200,414.897766,961.441162,-54.840118,413.615936,943.531372,16.393356,407.865540,897.895325,-34.003811,422.960632,1036.282104,-69.859390,415.148956,968.055908,-131.890717,0.000527,-0.018135,0.000883,0.999835,172.876389,1087.992065,-164.461975,357.531311,1083.617432,-402.836609,-3.564656,1084.182861,-410.754517,-10.385171,1092.402954,74.118393,347.924042,1091.764648,81.624832,357.093414,1084.404053,-403.862183,-3.117985,1083.718872,-411.234131,-10.594371,1092.830688,74.780937,347.945343,1091.463745,81.847214,-93.749283,961.312500,-0.772922,-79.446014,902.645691,-111.878174,-67.903610,985.993958,-148.067490,-83.746712,1021.071289,-34.226826,413.684479,943.279724,16.560141,407.757324,897.855713,-34.332726,423.009888,1038.825439,-70.307625,415.187622,967.072754,-131.331421
223,1.858000,0.126604,0.120570,0.982765,-0.060057,-81.094849,968.045898,-74.052063,-94.122734,962.840637,-2.406485,-79.091995,902.760193,-112.092354,-67.719231,985.528992,-147.889709,-83.445351,1021.053528,-33.819489,0.888119,0.440580,-0.130533,-0.009765,414.659729,961.475342,-54.988598,413.643402,943.632324,16.265909,407.632477,897.957397,-34.065678,422.755249,1036.292358,-70.109077,414.607849,968.019348,-132.045624,0.000547,-0.018206,0.000941,0.999834,172.822601,1088.015259,-164.544159,357.511963,1083.671509,-402.892700,-3.582910,1084.195068,-410.861969,-10.473431,1092.395508,74.010269,347.834778,1091.798828,81.567719,357.047363,1084.448975,-403.918030,-3.141781,1083.743408,-411.326477,-10.690283,1092.822754,74.655655,347.869537,1091.496704,81.806114,-93.826881,961.684753,-0.825694,-79.314697,902.690369,-111.904907,-67.404510,985.942566,-148.187164,-83.616867,1021.230591,-34.400772,413.745087,943.397583,16.421162,407.487305,897.901733,-34.401470,422.730164,1038.788208,-70.570717,414.695404,967.063904,-131.449310
224,1.866000,0.125074,0.121171,0.982949,-0.059043,-80.880058,968.203247,-74.164894,-94.157143,963.104370,-2.557442,-78.846748,902.868591,-112.119308,-67.229477,985.576721,-147.978073,-83.286789,1021.263123,-34.004547,0.888048,0.440293,-0.131962,-0.009933,414.422791,961.479614,-55.110439,413.591370,943.710754,16.164988,407.422943,897.986633,-34.102776,422.511780,1036.277222,-70.330284,414.165009,967.943970,-132.173782,0.000580,-0.018248,0.000989,0.999833,172.778336,1088.037842,-164.601486,357.487976,1083.727295,-402.934906,-3.606290,1084.216187,-410.934204,-10.538012,1092.384888,73.937935,347.769653,1091.822632,81.525223,357.028473,1084.508789,-403.958710,-3.162007,1083.762207,-411.404144,-10.754601,1092.815063,74.596191,347.799957,1091.520874,81.756454,-93.892654,962.095459,-1.070099,-79.068954,902.792297,-111.934074,-66.920738,985.990295,-148.279022,-83.456284,1021.406799,-34.577953,413.681122,943.484192,16.295589,407.291382,897.916931,-34.403530,422.510925,1038.759033,-70.788216,414.242981,966.984131,-131.563446
225,1.875000,0.123072,0.121878,0.983217,-0.057308,-80.719521,968.442932,-74.296425,-94.333099,963.490356,-2.741888,-78.697128,903.044861,-112.142189,-66.688370,985.665649,-148.073547,-83.159424,1021.570679,-34.227806,0.887946,0.440003,-0.133624,-0.009710,414.219299,961.467163,-55.198570,413.580719,943.836365,16.113129,407.257111,898.017212,-34.048752,422.290466,1036.232422,-70.585495,413.748810,967.782593,-132.273254,0.000593,-0.018267,0.001007,0.999833,172.763489,1088.074829,-164.665085,357.482605,1083.776855,-402.991364,-3.611341,1084.252808,-411.004822,-10.562346,1092.409424,73.867249,347.744934,1091.859863,81.468552,357.041473,1084.583252,-404.020325,-3.175962,1083.794678,-411.459808,-10.765664,1092.839355,74.514381,347.762451,1091.555908,81.686409,-94.130707,962.518250,-1.309927,-78.904793,902.955139,-111.957397,-66.402588,986.070068,-148.378525,-83.296280,1021.711731,-34.748047,413.656281,943.604431,16.263847,407.139069,897.957275,-34.375500,422.330170,1038.749512,-71.020218,413.796936,966.828552,-131.706207
226,1.883000,0.121608,0.122718,0.983389,-0.055651,-80.539322,968.677917,-74.377693,-94.410866,963.895081,-2.861179,-78.565353,903.204590,-112.095566,-66.209251,985.725708,-148.138016,-82.971748,1021.886230,-34.415783,0.887939,0.439538,-0.135187,-0.009801,414.035492,961.459839,-55.268902,413.587158,943.924988,16.067881,407.082458,898.043945,-34.014240,422.123291,1036.197876,-70.779037,413.349060,967.672668,-132.350296,0.000613,-0.018294,0.001031,0.999832,172.788208,1088.093506,-164.710678,357.520538,1083.814453,-403.027069,-3.573030,1084.272583,-411.060150,-10.550827,1092.409302,73.811844,347.756073,1091.877319,81.432655,357.070129,1084.625244,-404.035858,-3.142741,1083.819214,-411.507263,-10.772383,1092.861450,74.483330,347.782990,1091.563110,81.652336,-94.183907,962.920471,-1.309000,-78.790047,903.121643,-111.911835,-65.934982,986.082520,-148.442383,-83.111320,1022.000916,-34.883808,413.664917,943.696716,16.213587,406.961365,897.980225,-34.338516,422.160736,1038.727295,-71.207130,413.400055,966.720032,-131.784592
227,1.891000,0.121017,0.123384,0.983446,-0.054461,-80.301086,968.868713,-74.450653,-94.292572,964.222900,-2.948478,-78.402588,903.334229,-112.066048,-65.822578,985.775024,-148.214554,-82.686531,1022.142639,-34.573330,0.887795,0.439312,-0.136853,-0.009862,413.879761,961.480469,-55.332214,413.644867,944.046631,16.030355,406.975403,898.096558,-33.966690,421.939301,1036.194458,-70.972725,412.959412,967.584473,-132.419891,0.000606,-0.018296,0.001039,0.999832,172.799850,1088.113281,-164.728317,357.533051,1083.833374,-403.043976,-3.560498,1084.286011,-411.078278,-10.540009,1092.430054,73.793533,347.766876,1091.903687,81.415520,357.139191,1084.621704,-404.040161,-3.135934,1083.818481,-411.536102,-10.752676,1092.870728,74.452515,347.786804,1091.591064,81.634209,-94.045761,963.218811,-1.448619,-78.639198,903.284973,-111.869415,-65.547333,986.101379,-148.506897,-82.836769,1022.267090,-35.051743,413.704407,943.817505,16.159130,406.875000,898.031250,-34.252518,422.016602,1038.737061,-71.378784,412.988953,966.603149,-131.869583
228,1.899000,0.120634,0.123894,0.983468,-0.053745,-80.097054,969.069885,-74.407288,-94.164948,964.521484,-2.913818,-78.239494,903.490723,-111.946838,-65.525269,985.875610,-148.175812,-82.458443,1022.391541,-34.592464,0.887851,0.438781,-0.138178,-0.009892,413.748322,961.513428,-55.394958,413.665924,944.169434,15.989843,406.833130,898.163147,-33.933365,421.843323,1036.199707,-71.148575,412.650879,967.521423,-132.487854,0.000595,-0.018297,0.001049,0.999832,172.829422,1088.123047,-164.750900,357.563080,1083.841431,-403.066223,-3.530473,1084.286987,-411.101105,-10.510906,1092.441406,73.770584,347.796021,1091.922241,81.393120,357.207458,1084.605713,-404.021606,-3.123587,1083.826050,-411.540924,-10.725438,1092.885620,74.427757,347.813995,1091.606323,81.606743,-93.986443,963.587280,-1.537895,-78.474358,903.543579,-111.725204,-65.250801,986.164551,-148.484406,-82.613846,1022.507935,-35.176720,413.722321,943.937500,16.108187,406.735962,898.098206,-34.195950,421.928101,1038.771729,-71.550545,412.679779,966.515137,-131.941452
229,1.908000,0.119969,0.124590,0.983470,-0.053584,-79.899811,969.260437,-74.359474,-94.069275,964.807251,-2.880082,-77.987854,903.631226,-111.808708,-65.223412,985.967896,-148.129562,-82.318634,1022.635193,-34.619308,0.887843,0.438319,-0.139692,-0.009896,413.646576,961.564636,-55.455925,413.743652,944.324219,15.953918,406.739838,898.250977,-33.883854,421.757416,1036.221802,-71.339676,412.345367,967.461914,-132.554184,0.000570,-0.018277,0.001047,0.999832,172.871292,1088.136108,-164.750137,357.595459,1083.841309,-403.072571,-3.498390,1084.288330,-411.093109,-10.459527,1092.467529,73.778374,347.847626,1091.946777,81.386726,357.324738,1084.526001,-403.950958,-3.111939,1083.825684,-411.533722,-10.674577,1092.899780,74.427666,347.863739,1091.632324,81.600891,-93.900902,963.944519,-1.597616,-78.223259,903.684326,-111.590767,-64.954514,986.246704,-148.429855,-82.473404,1022.747070,-35.189041,413.798340,944.093201,16.072958,406.644379,898.189270,-34.147438,421.851135,1038.826172,-71.710884,412.368530,966.441711,-132.031738
230,1.916000,0.119663,0.124955,0.983495,-0.052964,-79.706436,969.390198,-74.255760,-93.937950,965.011292,-2.784096,-77.833931,903.728027,-111.649094,-64.953171,986.020996,-148.027847,-82.100632,1022.800415,-34.561745,0.887807,0.438155,-0.140433,-0.009919,413.564331,961.649048,-55.508278,413.753418,944.455139,15.912615,406.670807,898.351196,-33.885567,421.672424,1036.293701,-71.451691,412.160583,967.496277,-132.608551,0.000525,-0.018254,0.001030,0.999833,172.924957,1088.140137,-164.766159,357.638123,1083.817505,-403.096680,-3.456146,1084.276733,-411.100800,-10.394856,1092.499390,73.770363,347.912720,1091.966675,81.362442,357.481537,1084.370239,-403.831085,-3.101288,1083.812866,-411.555725,-10.609324,1092.909302,74.416328,347.924316,1091.660767,81.568298,-93.818100,964.172241,-1.556351,-78.038452,903.809814,-111.449997,-64.670792,986.305481,-148.354355,-82.255318,1022.938110,-35.241776,413.781555,944.197144,16.038118,406.603943,898.310547,-34.111450,421.820343,1038.907349,-71.879440,412.149200,966.401550,-132.081161
231,1.925000,0.118850,0.125320,0.983590,-0.052157,-79.488213,969.551758,-74.194115,-93.858429,965.248840,-2.745606,-77.631996,903.857117,-111.531319,-64.575935,986.103943,-147.951874,-81.886414,1022.996887,-34.547401,0.887710,0.438153,-0.141054,-0.009867,413.498413,961.754639,-55.560402,413.766785,944.606201,15.871167,406.635284,898.469788,-33.889988,421.581055,1036.389893,-71.560066,412.010468,967.552673,-132.662827,0.000382,-0.018248,0.001063,0.999833,173.011505,1088.126953,-164.776840,357.722168,1083.747314,-403.108185,-3.372148,1084.181885,-411.108307,-10.305792,1092.543335,73.760498,348.001831,1092.034668,81.348579,357.697845,1084.116821,-403.651337,-3.119482,1083.797852,-411.513885,-10.508850,1092.919067,74.425797,347.989166,1091.754272,81.537521,-93.727776,964.344788,-1.476158,-77.845596,903.933960,-111.331589,-64.287346,986.385620,-148.274536,-82.046959,1023.169861,-35.233738,413.767731,944.328064,15.989365,406.597748,898.450745,-34.077278,421.788361,1039.009155,-72.014206,411.953918,966.413818,-132.153748
232,1.933000,0.117951,0.125771,0.983675,-0.051500,-79.288467,969.709229,-74.177505,-93.805725,965.486572,-2.753913,-77.421341,903.978149,-111.449989,-64.212654,986.178467,-147.920609,-81.714088,1023.193481,-34.585247,0.887721,0.437874,-0.141868,-0.009622,413.508209,961.862488,-55.611069,413.857483,944.801575,15.841085,406.645203,898.607239,-33.854561,421.602509,1036.474731,-71.712273,411.927582,967.566589,-132.718643,0.000242,-0.018249,0.001221,0.999833,173.125305,1088.107178,-164.866150,357.837646,1083.716919,-403.196014,-3.256753,1084.036987,-411.196686,-10.193721,1092.534912,73.669701,348.114075,1092.139893,81.258400,357.845490,1083.962769,-403.577240,-3.116346,1083.783203,-411.502869,-10.410620,1092.948853,74.453926,348.099243,1091.835815,81.492706,-93.651932,964.437866,-1.351098,-77.646149,904.052856,-111.244141,-63.932716,986.442749,-148.225571,-81.868019,1023.386597,-35.226227,413.873260,944.535522,15.947435,406.591095,898.572754,-34.042858,421.779572,1039.138550,-72.144775,411.899353,966.447998,-132.209503
