marker_01_x,marker_01_y,marker_01_z,marker_02_x,marker_02_y,marker_02_z,marker_03_x,marker_03_y,marker_03_z,marker_04_x,marker_04_y,marker_04_z,marker_05_x,marker_05_y,marker_05_z,marker_06_x,marker_06_y,marker_06_z,marker_07_x,marker_07_y,marker_07_z,marker_08_x,marker_08_y,marker_08_z
116.909617134227,135.845525491144,-218.004692201698,92.82666,149.377213,-275.073212,93.527771,156.444183,-258.724976,124.671524,139.512405,-299.639923,99.9322662008352,138.798403985873,-239.612244731745,112.995483,152.166,-286.305176,124.634094,156.723495,-245.687851,105.393135,165.951477,-263.614319
115.948846044996,136.460226318537,-219.912472337606,92.462997,150.558823,-277.137085,93.239334,157.378906,-260.526703,124.523643,140.531891,-301.323578,99.2003888656877,139.719239067795,-241.649449879683,112.846413,153.434036,-288.238861,124.152992,157.510391,-247.378067,105.084679,166.856277,-265.392273
115.255279910623,137.269839708588,-221.831252614883,92.099274,151.764984,-279.211029,92.885056,158.347595,-262.46344,124.257988,141.451355,-303.201477,98.6279638354575,140.686153073657,-243.634579778043,112.557625,154.412735,-290.156891,123.674904,158.607468,-249.254211,104.708694,167.976135,-267.432861
114.593335960499,138.257643855805,-223.866438934928,91.713287,152.745117,-281.432343,92.49469,159.259903,-264.532257,123.993378,142.382614,-305.171875,98.0683568915832,141.682714081422,-245.745494703262,112.225304,155.395142,-292.240448,123.083778,159.654007,-251.280853,104.365044,168.923721,-269.5755
113.724927176479,138.950370081167,-226.17257287628,91.263824,153.972015,-283.835297,92.046318,160.210358,-266.772552,123.726372,143.584366,-307.357361,97.3561775996582,142.601271696988,-248.131655006836,111.88147,156.560165,-294.46109,122.40786,160.654175,-253.415863,103.762199,170.256134,-271.843567
112.851737222435,139.913580002318,-228.436401778114,90.711143,155.309067,-286.178253,91.471237,161.364426,-269.000275,123.302856,144.96492,-309.512726,96.6051849659957,143.707895972513,-250.46146974542,111.406006,157.897827,-296.651642,121.628288,161.884064,-255.528198,103.19223,171.482315,-274.049469
111.973771829156,141.112335504467,-230.351965222729,90.070618,156.764862,-288.226074,90.853371,162.638535,-270.877716,122.767815,146.376129,-311.353546,95.8065828846187,145.014889590475,-252.415348539627,110.764214,159.367554,-298.497009,120.819191,163.272964,-257.371796,102.463257,172.937866,-276.005829
111.302096433603,142.68336855041,-231.182608230507,89.476074,157.652847,-289.194519,90.15947,163.786636,-271.770996,122.092758,147.600052,-312.220612,95.1419838702195,146.381936534616,-253.282854954958,110.074379,160.596237,-299.466125,120.004097,164.615616,-258.322174,101.641411,174.332016,-277.040833
110.450034377527,143.267232416554,-231.410344851718,88.614235,158.906204,-289.212097,89.480324,164.597137,-271.849762,121.419113,148.447739,-312.313446,94.3187879008308,147.137182837611,-253.49335832755,109.346992,161.564819,-299.582397,119.207924,165.590759,-258.467041,101.006622,175.018066,-276.989929
109.824401358173,143.900069575995,-230.878158991482,87.872604,159.642807,-288.784332,88.762817,165.209763,-271.23526,120.713089,149.340973,-311.774902,93.6670667056596,147.746860083546,-252.945294651206,108.627594,162.250275,-299.110504,118.451843,166.363708,-257.815277,100.234337,175.773972,-276.543091
108.979469031578,144.261385341829,-230.118646779777,87.118683,160.333984,-288.014771,88.057243,165.709015,-270.440063,120.053474,150.08699,-310.860626,92.8642516560741,148.227625039681,-252.19465737886,107.936508,162.998672,-298.220337,117.667953,166.985733,-256.967682,99.503586,176.308502,-275.696228
108.244327784213,144.93643234743,-228.789209384201,86.404228,161.198608,-286.68869,87.241928,166.666611,-269.038483,119.330177,150.993576,-309.632721,92.1440970914842,148.971660209706,-250.862703153168,107.230118,163.807022,-296.831879,116.940414,167.679413,-255.568726,98.788254,177.086105,-274.269135
107.520292826757,145.431974837058,-227.270455359988,85.772194,162.105789,-284.975952,86.674683,167.386765,-267.350861,118.650238,152.044876,-308.044281,91.4285444665217,149.713208401505,-249.303335158369,106.564423,164.849396,-295.162476,116.314659,168.325775,-253.883408,97.926659,178.428635,-272.574951
107.055796429996,145.952769019816,-225.588328551116,85.236931,162.874695,-283.217957,86.162292,168.129669,-265.563416,118.051506,152.757401,-306.346771,90.9397029676973,150.295987642558,-247.591142097385,106.019821,165.571198,-293.431335,115.818298,168.880219,-252.150284,97.746437,178.564301,-270.665985
106.46380057357,146.334337656197,-223.676102270824,84.78392,163.291809,-281.287079,85.749573,168.573608,-263.67627,117.496979,152.924774,-304.466949,90.3818286985748,150.796106325964,-245.679889105223,105.595612,165.864334,-291.572083,115.461533,169.149033,-250.257294,97.127281,179.339157,-268.918884
106.093989658625,146.771768676677,-221.2117201528,84.540001,163.385147,-278.823578,85.616791,168.72905,-261.225616,117.135353,152.668823,-301.952026,90.0393469675236,151.181708562355,-243.243902424383,105.343231,166.031235,-289.350372,115.315292,169.217697,-247.900436,97.258476,179.05127,-266.436829
106.151090244368,146.389126685434,-218.201419320867,84.508102,163.483734,-275.817963,85.790359,168.717133,-258.073395,116.987083,152.269943,-298.964722,90.067511444559,151.079067347127,-240.152354132651,105.393044,165.853012,-286.224976,115.52314,169.031723,-244.926743,97.558952,178.828827,-263.466156
106.406965418914,146.377777518999,-214.717153584415,84.933128,163.167938,-272.13739,86.137558,168.627487,-254.662384,117.130646,151.898499,-295.627991,90.3338753102817,151.132032573469,-236.660123834982,105.696938,165.598862,-282.822418,116.012581,168.650742,-241.540604,97.472275,179.511292,-260.257019
107.296479115143,146.113938956082,-211.034375612266,85.611206,162.500854,-268.433563,86.853455,168.176529,-250.873734,117.436867,151.358597,-292.021301,91.1025771961342,150.786826120831,-232.904430019767,106.176682,165.201767,-279.29837,116.792625,168.073883,-237.961899,98.431328,178.642258,-256.460297
108.266794685641,145.291023600393,-208.337953125802,86.39016,161.895508,-265.456238,87.751663,167.648193,-247.992615,118.077583,150.97438,-289.282623,92.0081219945306,150.16118334292,-230.114941820044,107.014488,164.850586,-276.454529,117.769814,167.254562,-235.111908,99.170723,178.191055,-253.500565
109.425237002067,144.376705836215,-206.71628033838,87.630341,161.003342,-263.636932,88.870026,166.865097,-246.007904,118.934486,150.427444,-287.864441,93.1308888482828,149.432148649117,-228.421389433247,108.007591,164.40509,-274.77774,118.822701,166.483994,-233.515366,100.408455,177.688354,-251.804932
111.067858878204,144.511001736345,-205.962609618951,88.833328,160.024033,-262.824402,89.923988,166.558609,-245.530029,119.957603,149.593231,-287.189056,94.6281515464813,148.973098015703,-227.677898005179,109.122162,163.552277,-274.303436,120.099731,165.845032,-232.939941,102.268394,175.564514,-250.580688
112.324776337532,144.123799413608,-206.133440293334,90.200462,158.793915,-263.088165,91.275551,165.621628,-245.84819,121.14415,148.529633,-287.457153,95.8697410867939,148.523711451351,-227.84723389432,110.354401,162.662018,-274.605042,121.487267,164.986603,-233.33017,102.948166,176.009293,-251.521454
113.865296169473,143.518155988942,-207.187455138861,91.772003,157.809601,-264.296143,92.746223,164.879318,-247.056732,122.513153,147.424332,-288.619843,97.4008473958085,147.814902309428,-228.910176628636,111.842285,161.594025,-275.763184,123.056808,164.217224,-234.531326,104.616737,175.017349,-252.842285
115.67450026658,143.439999448613,-209.190630461275,93.649727,156.814331,-266.2948,94.554436,164.309723,-249.438156,124.270805,146.556732,-290.5065,99.2038752321127,147.455899863043,-230.959739182731,113.668571,160.825714,-277.850128,124.900887,163.47229,-236.742508,106.501724,174.215546,-254.95134
117.333381355541,143.049089441621,-212.428641780137,95.825516,155.996078,-269.631805,96.398064,163.957825,-252.949249,126.351395,145.794144,-293.925293,101.024579315027,147.073030987004,-234.303744992177,115.811745,160.246124,-281.003296,126.765289,162.976257,-239.9552,108.502159,173.872818,-258.164185
118.960552800341,143.054777007295,-216.566467015411,97.717133,156.212677,-273.966949,98.452217,163.758499,-256.920959,128.51442,145.37059,-297.988739,102.786040468693,147.026641695138,-238.533074367904,117.816132,159.905548,-285.499786,128.560364,162.887451,-244.090332,110.561111,173.642502,-262.458313
120.447389016962,142.07136619315,-221.62108406269,99.423897,156.617035,-279.258484,100.473442,163.334839,-261.860962,130.669662,145.366653,-302.708557,104.426610880539,146.42901138095,-243.617244769864,119.841225,159.697052,-290.285156,130.184479,162.837021,-248.925308,112.404625,173.313004,-267.672577
121.352809413827,141.599982979244,-227.325549922449,100.860619,157.325729,-285.319946,101.993286,163.418396,-267.690247,132.689301,145.514359,-308.153625,105.605476855371,146.255432767614,-249.450713244247,121.639198,159.645432,-295.750732,131.450272,163.026199,-254.337738,113.895782,173.485275,-273.291443
122.068904624348,141.803191515733,-233.353779680468,102.121613,157.738907,-291.610077,102.943581,163.787598,-274.054993,134.462723,145.981186,-314.020966,106.581017821914,146.288946128418,-255.69446180055,123.082077,159.906021,-301.683746,132.240921,163.46608,-260.09079,115.637337,172.579514,-278.920502
122.316862724355,142.56625592378,-238.846111550328,102.714752,158.344025,-297.340942,103.344467,164.380783,-279.924805,135.342758,146.75592,-319.37265,106.982750836377,146.851890659311,-261.33131621946,123.785622,160.273544,-307.214905,132.523102,164.192902,-265.460907,116.051529,173.256027,-284.642609
122.186079469734,144.231061719694,-242.750988934048,102.454659,158.781754,-301.640411,102.812149,165.364731,-284.68045,135.567673,147.156952,-323.417358,106.851593463076,147.814218991697,-265.355675773727,123.482117,160.454147,-311.113892,132.212799,165.179367,-269.624481,115.706688,173.776733,-289.054932
121.168499594111,144.350254953905,-245.45112712241,101.628548,159.556259,-304.636719,102.138695,165.627823,-287.38681,135.213654,147.600754,-325.883698,105.981494313001,148.138069291411,-268.116786042831,123.015739,160.854218,-313.728149,131.537094,165.878281,-272.160004,114.70533,174.739594,-292.188538
121.038461964519,144.818754373424,-246.929491171699,101.172279,159.854645,-305.527313,101.352196,166.122192,-288.82782,134.834885,148.964035,-327.50354,105.751745200288,148.327696791746,-269.565676086971,122.377792,161.697144,-315.035492,130.742432,166.407455,-273.384399,114.124809,174.893494,-292.795929
119.74026565619,145.718385599313,-247.44076241079,100.319214,160.834061,-306.177979,100.349289,167.062866,-289.316803,134.13942,150.087936,-327.886902,104.632483415729,149.269321038485,-270.17976706231,121.600662,162.842499,-315.564026,129.683121,167.345032,-273.748505,113.17382,175.826294,-293.305176
118.679364820905,146.965133575505,-247.253862801637,99.358612,161.858673,-306.033173,99.238838,168.065536,-289.215546,133.176071,151.363251,-327.605011,103.599236674769,150.347736213625,-270.033715764863,120.554993,163.938278,-315.405243,128.569733,168.538437,-273.711304,112.123291,176.895248,-293.114594
117.737321375454,148.289403811071,-246.292301440154,98.190208,163.080322,-305.039063,98.090363,169.329865,-288.312836,132.177902,152.751083,-326.698639,102.603880204262,151.584167198064,-269.049012933867,119.3992,165.288193,-314.391937,127.506561,169.842117,-272.613159,110.883926,178.178772,-292.141815
116.590549309436,148.777340394381,-244.709125930122,97.109314,164.132828,-303.352997,97.036964,170.160049,-286.525208,131.105576,153.955811,-325.056885,101.478883370942,152.337888101736,-267.437710052625,118.343033,166.450851,-312.620453,126.391029,170.779572,-270.869873,109.727333,179.328781,-290.449524
115.65345619729,149.476121718563,-242.218744406072,96.171104,165.02475,-300.702026,96.055023,170.991882,-283.99176,130.033356,154.768463,-322.634857,100.519085516002,153.101490285109,-264.92174133149,117.316406,167.242035,-310.115326,125.483398,171.513077,-268.375458,108.878349,180.083862,-287.794434
115.085731908638,150.034850257621,-238.996511345679,95.437416,165.431854,-297.456299,95.450035,171.464905,-280.659424,129.180054,155.070419,-319.492706,99.8737671776347,153.694659299904,-261.641522576475,116.547173,167.754395,-306.976074,124.92556,171.920639,-265.171051,108.004402,180.790298,-284.698425
114.519954562264,150.73039802557,-235.246481094731,94.985825,165.943726,-293.634918,95.033684,172.02626,-276.971069,128.643997,155.28595,-315.748657,99.3120470475127,154.4121848285,-257.888664677988,115.997948,168.273911,-303.298859,124.714684,172.150604,-261.51651,107.603348,181.436646,-280.9617
114.747655836478,150.2470523134,-231.611176356604,95.103691,166.201935,-289.788452,95.252869,172.190292,-273.132874,128.50383,155.389175,-312.057068,99.4997248677294,154.242874728219,-254.171381877118,116.211838,168.279037,-299.474518,124.923836,172.073837,-257.858246,108.096939,181.051239,-276.990173
115.618091068805,149.859497529078,-228.018995625949,95.627136,166.222092,-286.028442,95.96949,172.106491,-269.077057,128.691971,155.303833,-308.57251,100.212391174354,154.08496879641,-250.428915688817,116.661469,168.208115,-295.885162,125.597481,171.819443,-254.340927,108.731339,181.057327,-273.246094
118.399877262338,150.499231092181,-225.187337162791,96.553055,166.038498,-282.976196,97.237984,171.450485,-265.629547,129.409943,154.858582,-305.525757,103.525795,155.688278,-248.611618,117.489258,168.027145,-292.80603,126.715668,171.20134,-251.317612,110.007416,180.334198,-270.156494
119.822842180636,150.327826390207,-222.989576365357,97.601723,165.868637,-280.331635,98.716011,170.827133,-262.926178,130.2948,154.257889,-303.222748,104.713539,156.674255,-247.019073,118.626152,167.432663,-290.370575,128.209503,170.5625,-249.035965,110.994316,180.477615,-267.700806
122.202055082067,149.605734424843,-221.23207125519,99.217216,164.967529,-278.415253,100.406212,170.155518,-260.895264,131.576065,153.727402,-301.688812,106.751524779895,155.833093777603,-245.073709185934,120.006775,166.726944,-288.585724,130.024704,169.752945,-247.28598,112.957069,179.125183,-265.739716
124.170717550197,148.683512439094,-220.778900769472,100.94767,164.32666,-277.709473,102.286629,169.470184,-260.143585,133.192215,152.912842,-301.226563,108.651242631081,155.038721433175,-244.537295574968,121.811127,166.127197,-288.125519,131.952835,168.935654,-246.823059,115.061829,177.858215,-264.998871
126.480306360194,148.180530199662,-221.530865050682,102.971085,163.655991,-278.382385,104.383568,168.820129,-260.757935,135.047501,152.235855,-302.022156,110.820382193482,154.431113625734,-245.21694830295,123.695587,165.451035,-288.925629,134.03511,168.304321,-247.694153,117.21093,177.041641,-265.72168
128.407332299034,147.845203398835,-223.710326126729,104.904381,163.138611,-280.825928,106.356438,168.338165,-263.109589,136.967758,151.515121,-304.161377,112.749170599913,153.998597621227,-247.42016397814,125.611732,164.821976,-291.168518,136.039474,167.856918,-249.92244,119.30323,176.24437,-268.182922
129.650748980647,147.800452390302,-227.173428985101,106.655334,162.697906,-284.379944,108.007378,167.980072,-266.908112,138.803848,150.883545,-307.400757,114.18577150205,153.833025062386,-251.040028532047,127.442276,164.350616,-294.705719,137.626175,167.520996,-253.654434,120.988258,175.941818,-271.756836
130.988369298611,147.210843792111,-232.215426440636,108.258194,162.561172,-289.485687,109.450081,167.821762,-271.878296,140.577179,150.952682,-312.598877,115.659972801925,153.434100794332,-256.100904803208,129.108429,164.219727,-299.582428,138.927582,167.34874,-258.351624,122.440674,175.883759,-276.722198
131.469138858819,147.695898413992,-237.943577363736,109.608513,162.869446,-295.566254,110.576309,168.112625,-277.924957,142.142899,151.193253,-318.216095,116.478965315153,153.874910789556,-262.052489236086,130.507446,164.612762,-305.541779,139.921936,167.563904,-263.798645,123.595337,176.200851,-282.611206
131.913106979448,149.151153137407,-243.831347145415,110.487709,163.584579,-301.968048,111.083008,169.196594,-284.754547,143.408691,152.101501,-324.223511,117.146397678996,154.965510005444,-268.163914748048,131.544769,165.222748,-311.603607,140.732117,168.850891,-269.167023,124.156425,177.420242,-288.901978
130.978876520884,150.171885431292,-249.802456117117,110.589394,164.800751,-307.880249,111.104202,170.45842,-290.927307,143.987366,152.93251,-329.667419,116.687599742755,156.158683006444,-274.374449822356,132.047714,166.215881,-317.267517,140.403091,169.549332,-275.568451,124.071274,178.83252,-294.774658
130.594810277915,151.041540661113,-253.729381725292,110.481422,165.700897,-312.103607,110.697548,171.192871,-295.007843,143.993408,153.98764,-333.783112,116.39095971988,156.890269197539,-278.374845967496,131.788284,166.843048,-321.304993,139.902664,170.703766,-279.274689,123.787529,179.930557,-298.954437
129.499298530538,152.658959231266,-256.010757670134,109.79081,165.827866,-314.501617,109.572922,172.052856,-297.76828,143.422485,154.921158,-335.912933,115.428804616664,157.910189425562,-280.858175563307,131.068863,167.71315,-323.740295,138.853104,171.501389,-281.730988,122.856148,180.241806,-301.257904
128.138905746554,152.668097889363,-257.234512259115,108.681625,166.477676,-315.658539,108.335114,172.475327,-298.999908,142.612701,155.79187,-337.08197,114.186267760547,158.155079250204,-282.096387773695,129.976364,168.447845,-324.595581,137.565384,172.034378,-282.813965,121.511734,181.008087,-302.315094
126.913219099634,152.981198198437,-257.483832392429,107.397865,167.06752,-315.896545,107.027924,172.911758,-299.097839,141.530823,156.836853,-337.235077,112.955532303881,158.506657323933,-282.333091851957,128.753815,169.212692,-324.769836,136.171921,172.512405,-282.844421,120.096542,181.575409,-302.357574
125.58674500624,152.82495771144,-256.976066938788,106.01635,167.783493,-314.99704,105.793274,173.067078,-298.29303,140.193024,157.753571,-336.542511,111.606745858604,158.695038953485,-281.729992714619,127.380852,170.052643,-323.991791,134.746613,173.05719,-282.141602,118.653664,182.30365,-301.414032
124.401194559112,153.996137423923,-255.410126542086,104.688545,168.396103,-313.584991,104.277588,174.110764,-296.802643,138.835464,158.50209,-335.2341,110.365877125115,159.610199124558,-280.190359173788,126.007561,170.683136,-322.600281,133.438736,173.81131,-280.634521,117.284958,182.961212,-299.99765
123.38032479588,154.838006985877,-253.277444449468,103.631248,168.679825,-311.487885,103.116432,174.646729,-294.760864,137.674194,159.128662,-333.099915,109.296275880005,160.236769268751,-278.075699217844,124.832428,171.295517,-320.551575,132.332184,174.317825,-278.573456,116.25267,183.223358,-297.886963
122.200523353271,154.754460081566,-250.645972817538,102.516541,169.382797,-308.697693,102.082771,175.12619,-292.074615,136.589294,159.424408,-330.479492,108.174603137974,160.529223846777,-275.391102922564,123.814087,171.726212,-317.733093,131.536438,174.537888,-275.774078,115.224579,183.832153,-295.102234
