taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13405,14386,13826,15063,13352,16276,9888,53440,52467,11539,58702,45832
13394,14404,13815,15018,13368,16273,9888,53411,52485,11557,58698,45846
13394,14403,13787,14988,13347,16340,9869,53408,52479,11540,58705,45786
13390,14403,13747,15066,13344,16330,9896,53419,52488,11531,58682,45822
13393,14397,13730,15105,13370,16332,9944,53445,52522,11539,58731,45888
13383,14403,13713,15115,13387,16271,9927,53425,52516,11535,58677,45845
13379,14394,13688,15111,13394,16202,9915,53352,52439,11534,58578,45833
13390,14407,13699,15097,13421,16236,9935,53392,52519,11568,58674,45875
13383,14394,13685,15158,13434,16215,9937,53465,52447,11522,58684,45821
13371,14414,13690,15107,13458,16221,9952,53431,52501,11535,58678,45892
13391,14404,13680,15176,13471,16215,9946,53492,52509,11539,58697,45922
13370,14437,13673,15147,13500,16181,9957,53490,52501,11509,58671,45847
13366,14408,13674,15131,13531,16188,9988,53500,52479,11513,58703,45895
13389,14397,13673,15078,13517,16188,10035,53445,52531,11529,58708,45902
13377,14367,13721,15041,13502,16218,10055,53521,52463,11509,58669,45940
13394,14397,13752,14976,13483,16205,10077,53437,52563,11520,58669,45990
13425,14368,13746,15020,13475,16187,10098,53412,52562,11499,58675,45999
13422,14382,13783,15047,13467,16221,10024,53454,52608,11499,58693,45933
13407,14369,13802,14973,13445,16207,9951,53356,52468,11501,58672,45824
13433,14357,13790,15020,13440,16197,9914,53382,52484,11511,58735,45755
13448,14341,13811,14965,13393,16208,9931,53345,52508,11546,58675,45812
13496,14368,13822,15033,13365,16207,9886,53369,52531,11525,58724,45802
13453,14384,13811,14990,13357,16235,9891,53327,52497,11532,58704,45798
13469,14363,13802,15018,13367,16265,9862,53398,52468,11552,58723,45802
13439,14370,13769,14988,13375,16259,9861,53304,52449,11547,58688,45788
13428,14342,13769,15051,13365,16286,9866,53412,52407,11556,58718,45803
13422,14380,13768,15018,13346,16241,9911,53320,52488,11545,58647,45835
13433,14402,13753,15096,13354,16331,9901,53429,52533,11546,58741,45874
13403,14360,13740,15051,13351,16245,9946,53352,52477,11536,58574,45856
13395,14414,13733,15063,13352,16278,9937,53372,52504,11550,58640,45889
13394,14415,13756,15011,13333,16275,9940,53301,52511,11524,58579,45856
13389,14402,13727,15067,13387,16286,9878,53368,52425,11546,58680,45805
13384,14391,13723,14997,13373,16285,9925,53245,52489,11512,58658,45782
13368,14402,13714,15073,13394,16242,9937,53350,52494,11529,58622,45866
13386,14429,13729,15057,13408,16221,9958,53391,52561,11531,58604,45916
13372,14469,13728,15079,13413,16260,9934,53394,52572,11524,58684,45852
13368,14419,13717,15050,13441,16209,9911,53323,52484,11509,58647,45743
13385,14421,13731,15002,13444,16226,9895,53308,52527,11508,58671,45750
13353,14452,13728,15063,13481,16196,9909,53353,52545,11536,58646,45802
13362,14465,13715,15113,13526,16183,9963,53388,52647,11530,58725,45857
13354,14459,13710,15035,13547,16206,9959,53325,52656,11519,58738,45836
13372,14458,13710,15068,13543,16209,9981,53371,52725,11521,58724,45849
13379,14392,13710,14989,13524,16187,10065,53251,52671,11491,58666,45893
13369,14399,13719,15023,13512,16214,10072,53347,52672,11508,58725,45953
13382,14433,13732,15010,13508,16183,10092,53295,52752,11503,58668,45984
13397,14392,13744,15008,13531,16189,10098,53297,52740,11496,58687,45957
13425,14410,13757,15004,13521,16198,10065,53335,52760,11508,58766,45895
13459,14397,13771,15056,13477,16190,10044,53406,52712,11497,58746,45994
13482,14332,13782,15038,13426,16186,9977,53332,52578,11491,58679,45899
13466,14357,13779,15023,13391,16191,9910,53330,52546,11519,58642,45867
13493,14359,13768,14997,13376,16212,9889,53311,52528,11541,58641,45806
13484,14356,13787,15032,13374,16230,9895,53363,52534,11540,58663,45895
13482,14376,13798,15041,13361,16268,9851,53389,52553,11547,58746,45845
13445,14400,13817,14997,13358,16309,9878,53417,52538,11554,58753,45809
13449,14374,13789,14996,13341,16279,9828,53371,52456,11562,58674,45819
13416,14374,13809,15076,13338,16290,9855,53446,52459,11560,58720,45823
13435,14364,13779,14989,13337,16318,9874,53347,52491,11567,58689,45831
13406,14403,13781,15058,13346,16348,9920,53482,52527,11559,58775,45882
13412,14387,13754,15049,13331,16297,9914,53385,52494,11530,58619,45826
13382,14389,13737,15081,13357,16334,9936,53454,52469,11555,58685,45892
13388,14383,13730,15082,13365,16305,9898,53415,52474,11552,58696,45826
13382,14393,13731,15075,13351,16268,9867,53385,52407,11517,58609,45806
13376,14398,13730,15101,13379,16262,9924,53400,52492,11520,58664,45830
13376,14420,13693,15116,13408,16249,9918,53400,52483,11518,58690,45812
13388,14403,13699,15123,13391,16251,9915,53378,52485,11524,58663,45815
13368,14461,13705,15139,13421,16239,9930,53452,52560,11544,58704,45858
13354,14443,13680,15120,13437,16271,9901,53406,52498,11527,58731,45780
13390,14410,13688,15176,13450,16220,9908,53490,52495,11526,58669,45860
13375,14370,13698,15104,13450,16245,9893,53466,52411,11542,58670,45777
13386,14381,13725,15086,13511,16230,9915,53471,52502,11522,58741,45811
13398,14386,13684,15070,13517,16193,9947,53431,52506,11536,58745,45817
13388,14385,13714,15100,13535,16198,9977,53537,52497,11531,58729,45880
13397,14364,13718,15060,13526,16199,9947,53470,52456,11492,58732,45761
13400,14387,13753,15086,13532,16204,9939,53529,52504,11509,58788,45800
13408,14351,13748,14964,13519,16194,9941,53343,52469,11507,58718,45768
13440,14378,13783,15007,13479,16188,9951,53393,52549,11529,58729,45821
13425,14389,13788,15031,13447,16181,9922,53367,52567,11530,58710,45801
13456,14397,13785,15004,13408,16192,9935,53329,52549,11531,58709,45806
13421,14365,13765,15038,13374,16187,9914,53311,52453,11532,58622,45838
13423,14374,13775,14993,13365,16219,9912,53315,52465,11538,58656,45816
13416,14384,13762,15040,13368,16194,9921,53313,52450,11518,58626,45780
13409,14384,13771,15047,13381,16225,9936,53352,52497,11515,58671,45844
13399,14377,13765,15007,13369,16230,9906,53309,52478,11521,58611,45809
13405,14415,13766,15059,13380,16228,9937,53338,52575,11541,58647,45899
13384,14391,13750,15014,13411,16166,9905,53314,52395,11513,58549,45787
13382,14359,13740,15026,13379,16196,9898,53297,52400,11508,58528,45788
13374,14381,13727,15022,13373,16212,9857,53284,52367,11517,58525,45753
13382,14371,13731,15042,13410,16223,9922,53333,52455,11532,58633,45814
13383,14405,13725,15037,13401,16240,9943,53299,52520,11505,58641,45754
13406,14388,13730,15000,13405,16220,9926,53276,52508,11525,58618,45884
13387,14407,13707,15074,13423,16203,9905,53323,52476,11521,58622,45822
13377,14396,13712,15055,13462,16194,9872,53298,52418,11503,58663,45762
13380,14389,13700,15010,13478,16187,9881,53245,52462,11519,58628,45739
13374,14407,13695,15007,13515,16219,9916,53294,52531,11510,58683,45771
13381,14405,13704,15049,13544,16222,9933,53358,52547,11526,58714,45854
13388,14404,13698,15065,13550,16202,9939,53384,52569,11519,58749,45804
13392,14406,13693,15005,13539,16171,9905,53300,52514,11491,58647,45741
13366,14401,13701,14982,13519,16199,9979,53295,52568,11501,58675,45826
13403,14388,13753,15011,13528,16208,9891,53369,52516,11496,58786,45696
13441,14401,13813,15007,13547,16208,9938,53467,52597,11523,58823,45851
13441,14385,13802,14983,13488,16174,9968,53392,52601,11538,58732,45895
13468,14368,13826,15020,13459,16193,9948,53438,52587,11534,58768,45833
13476,14349,13818,14985,13409,16192,9923,53340,52539,11519,58735,45825
13436,14405,13833,15018,13364,16221,9914,53394,52504,11515,58716,45791
13429,14371,13829,15034,13363,16212,9871,53337,52455,11516,58675,45761
13454,14382,13841,15050,13378,16289,9883,53454,52540,11550,58777,45833
13436,14392,13814,14975,13337,16268,9876,53334,52501,11546,58684,45812
13440,14364,13809,15049,13352,16292,9918,53465,52512,11555,58723,45912
13412,14348,13784,15028,13331,16297,9905,53387,52427,11521,58661,45800
13397,14360,13764,15060,13340,16303,9873,53392,52406,11522,58669,45764
13401,14390,13751,15052,13356,16317,9927,53406,52513,11548,58714,45867
13407,14405,13775,15073,13351,16338,9925,53472,52518,11540,58697,45894
13389,14391,13782,15112,13354,16384,9931,53541,52511,11556,58789,45927
13396,14396,13755,15111,13342,16336,9909,53484,52512,11538,58723,45867
13385,14394,13707,15081,13346,16344,9887,53367,52455,11523,58705,45745
13376,14394,13716,15116,13373,16255,9945,53465,52468,11542,58623,45871
13373,14390,13719,15076,13384,16257,9939,53379,52449,11525,58643,45830
13380,14425,13691,15124,13418,16210,9952,53422,52499,11537,58661,45879
13372,14434,13693,15126,13469,16232,9934,53472,52508,11526,58715,45839
13372,14422,13683,15204,13493,16231,9927,53568,52502,11532,58742,45869
13376,14401,13674,15119,13492,16224,9913,53416,52448,11535,58682,45851
13377,14395,13675,15159,13503,16211,9929,53474,52488,11523,58699,45833
13369,14373,13691,15090,13502,16174,9905,53425,52420,11522,58629,45809
13374,14413,13712,15099,13541,16223,9933,53454,52544,11535,58761,45859
13391,14394,13715,15016,13556,16221,9926,53370,52564,11524,58774,45842
13395,14405,13753,15021,13530,16207,9935,53402,52558,11545,58724,45867
13401,14378,13764,14979,13515,16189,9910,53329,52470,11521,58662,45829
13393,14377,13765,15042,13521,16190,9918,53398,52497,11524,58730,45844
13415,14378,13772,14974,13475,16197,9907,53288,52504,11507,58720,45759
13396,14386,13793,15063,13426,16218,9926,53443,52494,11544,58717,45862
13446,14387,13807,15024,13404,16232,9914,53372,52552,11538,58758,45838
13437,14407,13825,15007,13393,16204,9941,53398,52537,11540,58703,45895
13439,14374,13804,15041,13384,16222,9927,53387,52526,11531,58723,45845
13402,14396,13811,15033,13379,16230,9919,53433,52481,11546,58663,45876
13399,14380,13783,15061,13368,16251,9954,53422,52497,11526,58667,45908
13409,14417,13777,15010,13368,16260,9909,53324,52566,11535,58647,45842
13391,14424,13755,14987,13370,16284,9940,53343,52538,11529,58657,45835
13381,14397,13740,14995,13374,16229,9947,53259,52463,11523,58574,45816
13395,14381,13751,15076,13356,16220,9923,53368,52457,11533,58572,45855
13392,14360,13726,15074,13372,16212,9911,53358,52418,11522,58607,45795
13399,14396,13721,15049,13366,16217,9891,53286,52461,11535,58588,45792
13401,14385,13738,15078,13401,16236,9938,53361,52507,11519,58671,45817
13401,14385,13726,15057,13411,16224,9951,53349,52495,11523,58650,45853
13392,14403,13701,15112,13422,16192,9936,53340,52489,11515,58612,45862
13383,14366,13695,15028,13426,16181,9911,53269,52405,11526,58556,45756
13387,14354,13685,15070,13450,16188,9908,53347,52418,11519,58605,45800
13379,14373,13669,15043,13467,16196,9912,53286,52424,11519,58632,45773
13377,14402,13711,15088,13491,16209,9913,53437,52477,11520,58684,45835
13394,14394,13704,15014,13530,16194,9931,53382,52502,11508,58699,45771
13395,14375,13708,15058,13519,16205,9953,53474,52425,11521,58717,45879
13389,14353,13710,14956,13509,16190,9963,53350,52412,11507,58633,45767
13378,14385,13781,14991,13511,16206,9952,53428,52441,11523,58735,45821
13411,14390,13806,15007,13489,16199,9973,53469,52517,11516,58741,45845
13426,14403,13825,15034,13482,16200,9934,53492,52543,11523,58779,45868
13431,14362,13834,14968,13425,16189,9938,53324,52477,11514,58686,45863
13430,14376,13839,14964,13406,16218,9925,53313,52521,11508,58724,45811
13423,14350,13854,15003,13362,16223,9871,53367,52431,11561,58691,45805
13423,14377,13869,15037,13373,16218,9911,53449,52480,11538,58738,45820
13418,14378,13829,15038,13358,16235,9895,53416,52471,11556,58660,45827
13415,14387,13809,15033,13345,16270,9897,53395,52485,11535,58709,45839
13409,14423,13784,15019,13356,16310,9932,53379,52576,11532,58749,45855
13400,14440,13759,15001,13366,16241,9937,53315,52548,11551,58642,45848
13398,14388,13732,15015,13356,16279,9917,53286,52503,11531,58633,45805
13392,14374,13746,15004,13372,16269,9932,53377,52437,11535,58634,45854
13389,14409,13725,15035,13374,16314,9946,53380,52526,11556,58688,45860
13400,14412,13729,15118,13364,16298,9933,53434,52528,11517,58699,45821
13420,14396,13728,15062,13389,16245,9957,53349,52570,11532,58627,45847
13393,14409,13741,15052,13412,16284,9961,53436,52555,11558,58687,45913
13396,14372,13725,15064,13414,16250,9918,53377,52472,11534,58658,45859
13376,14383,13723,15062,13448,16205,9899,53382,52438,11561,58673,45797
13377,14401,13715,15103,13471,16229,9918,53421,52505,11546,58738,45846
13394,14469,13697,15107,13521,16233,9963,53462,52631,11537,58814,45882
13391,14428,13717,15124,13533,16189,9925,53514,52535,11540,58726,45870
13401,14388,13719,15050,13538,16229,9940,53440,52531,11525,58762,45866
13379,14351,13737,15053,13536,16186,9912,53474,52400,11518,58685,45786
13427,14381,13742,15044,13545,16208,9907,53462,52506,11523,58805,45789
13404,14418,13776,15026,13535,16232,9949,53482,52581,11541,58808,45885
13399,14381,13789,15007,13491,16210,9953,53424,52523,11524,58752,45832
13419,14398,13830,15059,13445,16261,9951,53489,52582,11539,58830,45922
13453,14391,13848,15042,13426,16218,9933,53422,52604,11534,58786,45890
13424,14404,13819,14988,13377,16208,9947,53359,52518,11555,58698,45871
13441,14351,13834,15037,13360,16265,9926,53414,52471,11519,58726,45856
13427,14412,13804,15017,13356,16272,9936,53369,52514,11504,58757,45804
13426,14390,13777,15075,13368,16268,9890,53441,52488,11566,58713,45873
13414,14406,13760,15041,13366,16268,9949,53355,52557,11537,58680,45882
13389,14416,13771,15003,13386,16260,9930,53370,52514,11535,58675,45841
13399,14399,13753,15018,13371,16234,9930,53336,52501,11539,58599,45837
13394,14387,13762,15100,13369,16285,9904,53423,52491,11551,58658,45893
13388,14387,13730,15086,13363,16264,9925,53362,52449,11532,58653,45809
13382,14421,13741,15096,13385,16275,9932,53414,52521,11530,58700,45863
13402,14399,13732,15041,13397,16203,9949,53356,52506,11540,58599,45890
13398,14431,13740,15048,13407,16229,9951,53357,52553,11527,58666,45887
13398,14399,13740,15036,13417,16249,9938,53342,52532,11539,58673,45833
13405,14400,13763,15139,13456,16246,9945,53494,52548,11549,58769,45947
13382,14427,13741,15049,13464,16231,9927,53397,52529,11560,58702,45862
13404,14451,13736,15065,13505,16214,9926,53387,52580,11526,58786,45865
13395,14424,13743,15053,13524,16207,9950,53410,52580,11540,58753,45867
13413,14436,13726,15079,13560,16223,9916,53454,52597,11549,58823,45886
13380,14372,13734,15046,13571,16194,9935,53441,52556,11524,58737,45838
13412,14380,13751,15007,13582,16217,9958,53436,52616,11542,58813,45895
13396,14369,13745,14989,13528,16200,9935,53374,52510,11507,58698,45802
13415,14399,13776,15009,13511,16205,9935,53411,52581,11525,58735,45830
13422,14401,13774,15002,13502,16195,9944,53358,52607,11529,58767,45859
13427,14398,13808,15039,13450,16195,9935,53406,52578,11530,58720,45891
13441,14396,13796,14957,13411,16199,9914,53306,52551,11546,58686,45814
13479,14439,13806,14998,13391,16192,9910,53318,52608,11529,58695,45887
13441,14364,13788,15011,13366,16245,9914,53358,52476,11528,58706,45834
13431,14403,13765,15009,13359,16252,9948,53300,52591,11531,58673,45906
13422,14376,13774,15014,13356,16247,9977,53325,52532,11532,58628,45886
13439,14399,13753,15049,13386,16212,9943,53365,52552,11536,58640,45838
13398,14360,13738,15013,13348,16253,9888,53268,52412,11528,58592,45811
13410,14376,13734,15035,13385,16238,9878,53324,52440,11538,58665,45783
13405,14390,13730,15031,13376,16198,9902,53322,52452,11530,58587,45796
13410,14412,13739,15029,13370,16241,9927,53333,52535,11526,58628,45863
13398,14389,13738,15061,13390,16251,9954,53357,52542,11510,58634,45865
13402,14435,13742,15028,13398,16235,9933,53334,52564,11545,58674,45857
13399,14365,13745,15001,13395,16204,9957,53304,52471,11541,58585,45877
13394,14410,13744,15083,13421,16225,9928,53392,52498,11522,58687,45824
13392,14406,13731,15050,13424,16229,9936,53332,52512,11535,58662,45826
13393,14401,13749,15089,13457,16215,9935,53424,52514,11541,58721,45874
13410,14419,13709,15073,13484,16223,9976,53394,52573,11536,58728,45925
13383,14439,13728,15079,13506,16213,9939,53431,52577,11549,58735,45855
13392,14394,13718,15066,13511,16218,9928,53412,52486,11531,58721,45869
13394,14398,13746,14999,13534,16260,9913,53384,52512,11532,58790,45801
13398,14393,13736,15038,13539,16185,9914,53393,52512,11531,58742,45815
13408,14370,13779,15003,13524,16222,9949,53427,52543,11555,58755,45914
13415,14399,13781,15024,13518,16190,9943,53388,52600,11539,58744,45837
13435,14413,13787,15055,13468,16253,9932,53457,52587,11549,58828,45880
13445,14376,13812,14968,13436,16202,9911,53296,52552,11515,58722,45813
13435,14369,13820,15063,13418,16238,9893,53436,52496,11524,58784,45840
13433,14367,13809,15035,13395,16248,9915,53401,52502,11535,58775,45868
13439,14383,13800,15070,13367,16275,9956,53429,52564,11538,58750,45892
13410,14410,13757,15043,13375,16256,9930,53345,52553,11538,58697,45834
13420,14396,13786,15058,13370,16277,9959,53458,52560,11538,58658,45935
13415,14406,13745,15022,13364,16256,9925,53304,52533,11538,58622,45869
13381,14363,13749,15081,13378,16286,9941,53434,52451,11532,58671,45868
13407,14418,13755,15047,13396,16268,9930,53398,52514,11539,58720,45862
13432,14451,13757,15119,13391,16289,9961,53480,52647,11547,58729,45989
13399,14427,13762,15086,13403,16257,9932,53435,52526,11523,58699,45868
13427,14434,13739,15053,13411,16266,9908,53375,52552,11544,58729,45897
13399,14403,13759,15086,13407,16224,9957,53437,52511,11540,58693,45915
13403,14386,13746,15088,13424,16238,9935,53413,52495,11549,58700,45915
13406,14402,13734,15116,13431,16234,9971,53432,52559,11547,58712,45937
13417,14435,13747,15101,13469,16280,9993,53507,52662,11552,58791,45992
13415,14434,13735,15079,13462,16222,9932,53432,52564,11554,58722,45909
13400,14436,13735,15099,13502,16162,9956,53437,52546,11541,58713,45919
13380,14367,13719,15109,13484,16222,9936,53440,52493,11527,58742,45834
13391,14437,13704,15060,13507,16238,9922,53418,52548,11559,58734,45888
13404,14371,13719,15019,13512,16186,9919,53334,52496,11539,58700,45849
13400,14403,13745,15028,13501,16225,9968,53418,52556,11546,58767,45891
13423,14390,13789,15053,13496,16221,9929,53434,52552,11539,58768,45916
13439,14410,13790,14980,13433,16194,9936,53320,52574,11531,58726,45847
13399,14416,13781,15059,13389,16236,9923,53410,52520,11556,58681,45931
13425,14392,13792,15001,13395,16237,9932,53365,52529,11545,58673,45879
13451,14396,13799,15048,13368,16274,9932,53413,52556,11569,58754,45905
13448,14398,13791,15067,13379,16271,9959,53407,52611,11543,58719,45979
13419,14406,13779,15084,13402,16242,9978,53429,52639,11562,58701,45970
13436,14424,13770,15081,13401,16263,9996,53449,52640,11549,58714,45989
13401,14436,13768,15093,13392,16261,9974,53500,52609,11565,58719,45979
13409,14390,13771,15076,13391,16272,9961,53464,52540,11552,58701,45952
13419,14410,13747,15025,13394,16237,9944,53369,52571,11559,58627,45929
13408,14406,13774,15069,13395,16262,9953,53431,52537,11557,58699,45966
13414,14430,13754,15070,13413,16291,9950,53431,52605,11544,58760,45901
13410,14430,13745,15144,13446,16269,9963,53554,52580,11562,58817,45948
13419,14438,13724,15093,13444,16268,9949,53449,52586,11565,58793,45930
13407,14388,13732,15131,13463,16225,9948,53471,52526,11550,58713,45907
13386,14414,13721,15060,13449,16240,9955,53407,52529,11569,58693,45923
13403,14428,13717,15040,13500,16225,9922,53386,52542,11559,58726,45876
13396,14401,13705,15091,13497,16225,9978,53461,52558,11550,58709,45916
13387,14447,13714,15142,13532,16257,9938,53554,52582,11532,58830,45867
13385,14413,13678,15096,13530,16226,9921,53439,52518,11535,58725,45812
13364,14399,13686,15061,13543,16201,9941,53468,52492,11555,58717,45833
13385,14411,13733,15021,13540,16180,9977,53452,52503,11522,58645,45905
13380,14390,13731,15057,13532,16184,10002,53530,52478,11518,58679,45930
13397,14396,13755,14998,13504,16209,10010,53457,52516,11509,58706,45895
13403,14384,13811,15027,13486,16195,9955,53483,52465,11522,58749,45859
13399,14360,13853,14978,13444,16206,9953,53432,52431,11512,58741,45845
13439,14422,13873,15000,13391,16247,9909,53445,52543,11531,58767,45857
13441,14379,13856,15032,13382,16225,9876,53415,52488,11533,58705,45824
13427,14388,13804,15040,13368,16270,9884,53397,52530,11562,58727,45838
13419,14398,13797,15030,13326,16289,9888,53424,52498,11575,58687,45878
13435,14386,13777,15031,13355,16313,9905,53407,52521,11532,58728,45836
13407,14363,13776,15032,13337,16319,9914,53395,52465,11537,58688,45801
13411,14370,13777,14979,13345,16337,9870,53348,52450,11538,58696,45791
13393,14400,13761,15073,13358,16325,9924,53450,52490,11534,58727,45851
13403,14409,13752,15065,13352,16320,9950,53468,52545,11557,58698,45903
13405,14412,13747,15085,13355,16334,9924,53483,52550,11553,58716,45914
13399,14409,13744,15102,13360,16359,9953,53503,52580,11569,58741,45982
13388,14440,13718,15110,13380,16285,9918,53431,52531,11539,58688,45832
13380,14424,13727,15170,13378,16289,9928,53532,52498,11542,58685,45888
13377,14444,13725,15143,13401,16254,9955,53508,52531,11549,58665,45943
13387,14424,13713,15162,13408,16248,9954,53486,52556,11542,58662,45937
13381,14419,13701,15138,13444,16222,9980,53489,52577,11549,58682,45934
13376,14414,13695,15166,13475,16270,9947,53556,52499,11563,58740,45921
13402,14406,13685,15114,13468,16246,9947,53463,52520,11538,58699,45875
13373,14380,13693,15149,13484,16222,9919,53532,52413,11528,58640,45854
13375,14366,13687,15097,13474,16197,9953,53415,52410,11542,58651,45896
13374,14431,13714,15131,13508,16203,9932,53547,52489,11521,58724,45804
13387,14427,13685,15055,13501,16215,9978,53439,52561,11520,58702,45867
13381,14359,13715,15064,13530,16208,9984,53459,52491,11529,58731,45869
13401,14396,13742,15053,13499,16207,9974,53476,52489,11527,58706,45882
13400,14364,13756,14995,13472,16197,9947,53385,52451,11505,58679,45795
13409,14351,13814,15016,13428,16207,9901,53372,52443,11512,58686,45773
13452,14378,13814,14965,13385,16217,9936,53351,52537,11538,58661,45883
13422,14388,13813,15056,13376,16232,9904,53384,52510,11530,58704,45837
13431,14393,13815,15038,13368,16313,9952,53448,52546,11546,58805,45924
13438,14384,13813,14986,13375,16235,9932,53349,52541,11562,58678,45877
13435,14387,13803,15049,13368,16290,9942,53445,52529,11539,58740,45879
13418,14399,13793,15035,13364,16286,9896,53427,52501,11543,58716,45829
13423,14387,13794,15072,13370,16316,9936,53460,52542,11542,58787,45884
13404,14423,13758,15009,13350,16325,9985,53404,52598,11566,58717,45951
13393,14399,13762,15118,13374,16324,9972,53479,52569,11555,58758,45967
13396,14390,13745,15043,13363,16297,9950,53393,52509,11585,58697,45950
13406,14420,13742,15090,13402,16237,9939,53440,52544,11546,58696,45903
13404,14390,13716,15072,13396,16240,9916,53358,52471,11522,58639,45792
13386,14418,13714,15145,13407,16257,9936,53444,52534,11527,58671,45888
13390,14383,13686,15101,13412,16233,9933,53351,52502,11521,58635,45848
13381,14382,13697,15036,13433,16229,9925,53316,52473,11535,58650,45798
13382,14379,13696,15123,13458,16225,9900,53405,52464,11543,58668,45762
13384,14377,13702,15079,13490,16211,9905,53351,52438,11502,58689,45749
13388,14374,13712,15081,13485,16198,9894,53391,52444,11515,58673,45766
13395,14380,13737,14998,13477,16239,9929,53369,52505,11552,58671,45821
13380,14408,13704,15069,13506,16186,9927,53398,52463,11513,58676,45790
13370,14370,13732,14985,13489,16229,9922,53338,52486,11557,58680,45822
13379,14375,13757,14975,13479,16181,9903,53320,52428,11514,58642,45723
13405,14354,13806,14959,13456,16210,9936,53355,52464,11525,58699,45831
13392,14363,13805,14959,13440,16199,9914,53332,52435,11530,58657,45784
13429,14389,13814,14980,13408,16219,9922,53336,52522,11527,58706,45808
13420,14363,13795,14983,13391,16209,9945,53294,52495,11527,58666,45822
13422,14378,13808,14994,13343,16257,9921,53313,52491,11545,58649,45844
13416,14342,13768,15015,13352,16260,9886,53335,52421,11516,58657,45764
13394,14394,13765,15028,13356,16254,9922,53350,52492,11529,58640,45824
13393,14387,13745,15020,13376,16264,9910,53307,52485,11534,58634,45840
13400,14383,13751,15068,13373,16268,9908,53374,52460,11536,58645,45836
13391,14413,13732,15074,13353,16272,9939,53372,52512,11525,58629,45843
13408,14396,13742,15083,13355,16311,9952,53381,52552,11518,58676,45894
13397,14377,13717,15088,13366,16274,9935,53376,52473,11534,58669,45855
13386,14406,13732,15121,13374,16258,9917,53414,52458,11532,58687,45887
13367,14390,13707,15058,13389,16217,9909,53329,52414,11526,58588,45797
13405,14392,13715,15077,13381,16267,9944,53371,52510,11546,58638,45902
13384,14384,13693,15075,13391,16238,9959,53286,52462,11508,58615,45814
13393,14412,13696,15134,13420,16198,9919,53379,52522,11522,58607,45878
13366,14396,13699,15099,13455,16189,9930,53383,52476,11533,58635,45822
13374,14390,13669,15118,13458,16207,9901,53384,52451,11542,58632,45831
13382,14371,13675,15068,13481,16210,9922,53387,52421,11518,58650,45765
13395,14400,13674,15118,13509,16221,9944,53498,52473,11510,58737,45815
13392,14380,13688,15018,13493,16230,10023,53452,52487,11531,58656,45922
13388,14367,13727,15009,13505,16223,9996,53460,52479,11516,58678,45848
13373,14394,13708,15003,13470,16157,9956,53382,52368,11508,58589,45804
13377,14390,13765,15038,13469,16181,9946,53399,52458,11491,58683,45773
13382,14365,13799,14986,13429,16179,9901,53365,52380,11544,58618,45793
13384,14361,13818,14967,13436,16181,9920,53362,52422,11524,58631,45784
13418,14362,13811,15026,13420,16218,9940,53364,52499,11515,58715,45814
13427,14397,13801,15046,13402,16218,9932,53388,52554,11521,58704,45849
13401,14337,13803,14981,13356,16206,9878,53264,52374,11518,58645,45759
13405,14357,13801,14986,13342,16258,9928,53324,52441,11540,58657,45829
13399,14389,13762,15002,13371,16255,9910,53322,52458,11509,58665,45766
13397,14366,13742,15049,13351,16294,9924,53364,52459,11513,58674,45778
13399,14409,13746,15025,13360,16251,9941,53294,52531,11525,58629,45842
13401,14393,13741,15095,13379,16337,9962,53452,52522,11526,58723,45874
13391,14398,13754,15050,13359,16245,9908,53372,52443,11546,58624,45824
13396,14358,13753,15076,13392,16278,9931,53402,52497,11531,58694,45825
13393,14405,13716,15118,13382,16238,9897,53405,52451,11561,58647,45873
13389,14413,13718,15078,13404,16259,9947,53366,52541,11535,58686,45893
13393,14411,13710,15134,13420,16209,9940,53393,52514,11527,58664,45838
13396,14409,13708,15129,13407,16218,9929,53393,52517,11539,58630,45876
13392,14395,13691,15097,13443,16217,9900,53410,52433,11555,58641,45808
13381,14388,13708,15088,13477,16201,9916,53421,52458,11523,58655,45795
13379,14386,13696,15113,13501,16195,9908,53469,52426,11531,58675,45840
13387,14431,13718,15098,13504,16219,9962,53511,52533,11523,58749,45862
13401,14400,13685,15105,13514,16218,10002,53532,52532,11556,58737,45978
13397,14381,13703,15099,13505,16226,9966,53525,52496,11538,58712,45912
13405,14384,13711,15033,13498,16203,9999,53471,52498,11524,58697,45894
13387,14387,13744,15032,13496,16212,9900,53443,52468,11550,58701,45816
13395,14372,13784,14980,13464,16205,9997,53368,52521,11528,58683,45868
13399,14413,13833,15038,13449,16211,9935,53508,52514,11529,58715,45863
13414,14410,13803,15008,13390,16213,9950,53339,52548,11532,58695,45844
13414,14403,13814,15013,13362,16255,9912,53342,52509,11522,58691,45851
13402,14378,13773,15004,13352,16213,9919,53285,52461,11547,58595,45827
13391,14373,13754,14992,13337,16241,9922,53276,52443,11534,58553,45793
13393,14363,13736,15084,13362,16229,9911,53363,52426,11542,58569,45869
13406,14395,13770,15041,13361,16277,9972,53385,52556,11537,58661,45965
13408,14397,13754,14995,13355,16281,9946,53317,52509,11547,58629,45874
13394,14407,13742,15077,13377,16318,9926,53393,52541,11532,58723,45855
13371,14415,13742,15087,13343,16303,9966,53456,52441,11540,58660,45926
13389,14384,13731,15041,13378,16270,9880,53340,52433,11525,58666,45775
