-0.0367, 0.9525,  0.7886,  0.7523, -0.6243,  0.2094,  0.0201
-0.1908, 0.9929, -0.6545, -0.3808, -0.4575, -0.1417, -0.7909
-0.0286, 0.9491,  0.7223,  0.7524, -0.6247,  0.2079,  0.0205
-0.1891, 0.9951, -0.5784, -0.3772, -0.4592, -0.1452, -0.7911
-0.0263, 0.9484,  0.6926,  0.7526, -0.6248,  0.2070,  0.0207
-0.1886, 0.9961, -0.5451, -0.3763, -0.4595, -0.1460, -0.7911
 0.0173, 1.0935,  0.6798,  0.8706,  0.4564,  0.1585,  0.0929
-0.1494, 1.1265, -0.5284, -0.5402, -0.2048, -0.6940, -0.4296
-0.0441, 1.0938,  0.6080,  0.9250,  0.3327,  0.1694,  0.0705
-0.1458, 1.1179, -0.3870, -0.4652, -0.1674, -0.7352, -0.4637
-0.0561, 1.0424,  0.6114,  0.9377,  0.2942,  0.1575,  0.0964
-0.1458, 1.1179, -0.3870, -0.4825, -0.1075, -0.7877, -0.3675
-0.0559, 1.0425,  0.6112,  0.9378,  0.2942,  0.1574,  0.0963
-0.1558, 1.0131, -0.3999, -0.4817, -0.1106, -0.7895, -0.3639
-0.0633, 1.0874,  0.6082,  0.8393,  0.3027,  0.3799, -0.2442
-0.1558, 1.0131, -0.4000, -0.4818, -0.1106, -0.7894, -0.3639
-0.0746, 0.9137,  0.5644,  0.8462,  0.2873,  0.3837, -0.2328
-0.1558, 1.0132, -0.3996, -0.4815, -0.1106, -0.7896, -0.3639
-0.0698, 0.9178,  0.5714,  0.8602,  0.3488,  0.3236, -0.1832
-0.1558, 1.0132, -0.3996, -0.4815, -0.1106, -0.7896, -0.3639
-0.0723, 0.8304,  0.5483,  0.8606,  0.3482,  0.3238, -0.1825
-0.1780, 0.9759, -0.4035, -0.4742, -0.1043, -0.7933, -0.3672
-0.0913, 0.8164,  0.5375,  0.8605,  0.3481,  0.3244, -0.1822
-0.1785, 0.9229, -0.3984, -0.4639, -0.1133, -0.7990, -0.3653
-0.0903, 0.8380,  0.5377,  0.8605,  0.3482,  0.3243, -0.1823
-0.1778, 0.9296, -0.3988, -0.4638, -0.1135, -0.7991, -0.3653
-0.0895, 0.8573,  0.5378,  0.8604,  0.3482,  0.3242, -0.1823
-0.1778, 0.9296, -0.3989, -0.4639, -0.1135, -0.7991, -0.3652
-0.0895, 0.8572,  0.5378,  0.8605,  0.3482,  0.3242, -0.1823
-0.1767, 0.9414, -0.3995, -0.4636, -0.1137, -0.7992, -0.3652
-0.0887, 0.8790,  0.5379,  0.8604,  0.3483,  0.3241, -0.1824
-0.1767, 0.9414, -0.3995, -0.4637, -0.1138, -0.7992, -0.3651
-0.0883, 0.8912,  0.5380,  0.8604,  0.3483,  0.3241, -0.1825
-0.1754, 0.9567, -0.4003, -0.4633, -0.1141, -0.7994, -0.3650
-0.0874, 0.9164,  0.5382,  0.8604,  0.3483,  0.3240, -0.1826
-0.1752, 0.9533, -0.4005, -0.4634, -0.1140, -0.7994, -0.3651
-0.0861, 0.9845,  0.5386,  0.8605,  0.3482,  0.3239, -0.1825
-0.1728, 0.9871, -0.4020, -0.4627, -0.1146, -0.7997, -0.3650
-0.0858, 1.0044,  0.5388,  0.8606,  0.3481,  0.3239, -0.1825
-0.1712, 1.0062, -0.4031, -0.4622, -0.1149, -0.7999, -0.3651
-0.0832, 1.0884,  0.5383,  0.8579,  0.3534,  0.3230, -0.1864
-0.1712, 1.0062, -0.4031, -0.4622, -0.1149, -0.7999, -0.3651
-0.1252, 0.9424,  0.5678,  0.9062,  0.3641,  0.2141, -0.0183
-0.1712, 1.0062, -0.4031, -0.4622, -0.1149, -0.7999, -0.3651
-0.1177, 1.1606,  0.5659,  0.8964,  0.3845,  0.2178, -0.0335
-0.1705, 1.0341, -0.4050, -0.4626, -0.1137, -0.7991, -0.3667
-0.1177, 1.1604,  0.5659,  0.8965,  0.3844,  0.2178, -0.0335
-0.1676, 1.0316, -0.3449, -0.4485, -0.0991, -0.8047, -0.3761
-0.1176, 1.1606,  0.4386,  0.8968,  0.3842,  0.2168, -0.0337
-0.1677, 1.0317, -0.3445, -0.4482, -0.0991, -0.8049, -0.3760
-0.1203, 1.2130,  0.3264,  0.8988,  0.3799,  0.2164, -0.0320
-0.1628, 1.0297, -0.2226, -0.4141, -0.0680, -0.8172, -0.3950
-0.1212, 1.2144,  0.2129, -0.8987, -0.3804, -0.2161,  0.0320
-0.1644, 1.0301, -0.1318, -0.4075, -0.0625, -0.8193, -0.3984
-0.0723, 1.2131,  0.1939,  0.8984,  0.3807,  0.2168, -0.0321
-0.1643, 1.0390, -0.1349, -0.4058, -0.0613, -0.8199, -0.3992
-0.0711, 1.1472,  0.1941,  0.8985,  0.3806,  0.2164, -0.0318
-0.1643, 1.0390, -0.1349, -0.4058, -0.0613, -0.8199, -0.3992
-0.0709, 1.1251,  0.1942,  0.8985,  0.3806,  0.2163, -0.0317
-0.1643, 1.0390, -0.1349, -0.4058, -0.0613, -0.8199, -0.3992
-0.0705, 1.1251,  0.2087,  0.8985,  0.3806,  0.2164, -0.0316
-0.1643, 1.0390, -0.1349, -0.4058, -0.0613, -0.8199, -0.3992
-0.0791, 1.1252,  0.2230,  0.8985,  0.3806,  0.2162, -0.0316
-0.1643, 1.0390, -0.1349, -0.4058, -0.0613, -0.8199, -0.3992
-0.0795, 1.1253,  0.2109,  0.8986,  0.3806,  0.2162, -0.0316
-0.1643, 1.0390, -0.1349, -0.4058, -0.0613, -0.8199, -0.3992
-0.0683, 1.1252,  0.2113,  0.8985,  0.3807,  0.2163, -0.0316
-0.1643, 1.0390, -0.1349, -0.4058, -0.0613, -0.8199, -0.3992
-0.0681, 1.1252,  0.2210,  0.8985,  0.3807,  0.2163, -0.0316
-0.1643, 1.0390, -0.1349, -0.4058, -0.0613, -0.8199, -0.3992
