taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
39513,42651,41681,35426,54829,53832,159271
39507,42781,41623,35465,54859,53935,159376
39445,42653,41617,35411,54761,53833,159126
39470,42709,41667,35431,54838,53824,159277
39511,42710,41618,35435,54827,53836,159274
39506,42792,41682,35470,54914,53917,159450
39517,42642,41645,35426,54802,53849,159230
39534,42772,41624,35449,54882,53924,159379
39509,42693,41626,35407,54759,53885,159235
39459,42727,41583,35419,54828,53840,159188
39517,42690,41597,35437,54813,53867,159241
39578,42707,41618,35412,54835,53917,159315
39470,42695,41597,35390,54769,53881,159152
39501,42720,41655,35414,54802,53961,159290
39417,42738,41594,35397,54762,53949,159146
39455,42707,41622,35390,54763,53952,159174
39469,42710,41601,35338,54771,53895,159118
39467,42731,41702,35346,54796,53926,159246
39484,42656,41609,35383,54787,53884,159132
39539,42733,41547,35430,54830,53952,159249
39453,42723,41562,35355,54783,53890,159093
39490,42650,41589,35381,54819,53864,159110
39414,42624,41575,35335,54702,53841,158948
39443,42647,41578,35396,54782,53869,159064
39435,42630,41590,35322,54688,53925,158977
39435,42744,41625,35410,54832,53933,159214
39450,42693,41525,35355,54712,53962,159023
39442,42729,41593,35412,54827,53924,159176
39469,42710,41686,35388,54859,53921,159253
39459,42650,41743,35382,54791,53941,159234
39474,42745,41633,35452,54861,53955,159304
39500,42671,41596,35480,54856,53909,159247
39403,42684,41594,35435,54763,53952,159116
39464,42657,41629,35394,54797,53903,159144
39476,42670,41587,35419,54816,53877,159152
39489,42734,41584,35421,54826,53976,159228
39410,42756,41614,35417,54815,53928,159197
39439,42748,41616,35464,54886,53933,159267
39425,42632,41577,35408,54731,53846,159042
39426,42715,41639,35453,54844,53911,159233
39442,42675,41601,35405,54783,53861,159123
39390,42650,41656,35477,54854,53878,159173
39425,42669,41617,35435,54825,53889,159146
39379,42713,41685,35406,54800,53921,159183
39393,42722,41612,35468,54785,53906,159195
39410,42741,41640,35411,54781,53883,159202
39387,42759,41634,35419,54753,53964,159199
39419,42691,41643,35464,54845,53889,159217
39484,42705,41650,35462,54831,53986,159301
39394,42775,41690,35549,54927,53940,159408
39378,42700,41630,35445,54794,53837,159153
39435,42753,41618,35479,54859,53885,159285
39450,42766,41681,35522,54868,53931,159419
39501,42772,41673,35521,54861,53994,159467
39455,42773,41737,35506,54885,53950,159471
39503,42781,41709,35506,54896,53951,159499
39476,42796,41762,35460,54941,53936,159494
39452,42750,41669,35528,54855,53935,159399
39473,42757,41694,35538,54917,53937,159462
39510,42844,41768,35564,54946,54037,159686
39477,42863,41694,35531,54952,54008,159565
39513,42789,41690,35548,54920,53993,159540
39430,42695,41704,35543,54879,53903,159372
39515,42792,41745,35495,54914,53989,159547
39487,42749,41725,35454,54859,53936,159415
39469,42807,41709,35539,54913,53990,159524
39478,42772,41767,35443,54827,53976,159460
39547,42888,41757,35544,54985,54057,159736
39447,42777,41740,35455,54860,53908,159419
39520,42840,41739,35468,54903,54013,159567
39506,42803,41730,35557,54945,54005,159596
39462,42784,41679,35547,54913,53900,159472
39478,42835,41699,35505,54920,54011,159517
39541,42811,41743,35529,54895,54072,159624
39464,42771,41642,35495,54850,53937,159372
39503,42838,41675,35486,54914,53999,159502
39480,42756,41684,35495,54826,53984,159415
39534,42768,41701,35511,54911,53988,159514
39466,42861,41636,35526,54885,53999,159489
39543,42777,41695,35505,54867,54001,159520
39444,42764,41689,35460,54828,53934,159357
39466,42768,41633,35522,54920,53887,159389
39498,42794,41658,35536,54885,53974,159486
39552,42799,41678,35551,54974,53968,159580
39485,42804,41702,35519,54886,53973,159510
39531,42872,41700,35564,54957,54085,159667
39493,42785,41613,35603,54951,53924,159494
39493,42783,41693,35495,54818,53987,159464
39559,42804,41721,35461,54913,53967,159545
39560,42809,41738,35539,54958,53987,159646
39515,42767,41655,35502,54874,53919,159439
39536,42803,41712,35547,54926,53997,159598
39547,42731,41683,35521,54868,53933,159482
39544,42847,41702,35680,55045,54016,159773
39522,42831,41728,35549,54923,54028,159630
39581,42831,41721,35569,54957,54053,159702
39513,42831,41709,35543,54925,54004,159596
39529,42857,41815,35513,54938,54064,159714
39470,42752,41762,35431,54821,53944,159415
39523,42835,41716,35541,54876,54025,159615
39524,42726,41727,35477,54838,53991,159454
39491,42785,41809,35498,54837,54031,159583
39514,42732,41708,35416,54768,53983,159370
39468,42773,41707,35441,54794,54003,159389
39431,42692,41675,35437,54758,53907,159235
39438,42677,41669,35399,54795,53872,159183
39425,42615,41667,35445,54775,53875,159152
39469,42665,41659,35382,54810,53872,159175
39452,42758,41638,35424,54763,53936,159272
39492,42750,41695,35438,54804,53942,159375
39503,42652,41658,35392,54747,53896,159205
39557,42732,41719,35353,54877,53920,159361
39470,42680,41626,35412,54753,53883,159188
39506,42681,41677,35416,54831,53868,159280
39538,42725,41632,35459,54912,53882,159354
39521,42701,41632,35412,54790,53907,159266
39549,42643,41608,35363,54748,53895,159163
39544,42673,41634,35351,54764,53874,159202
39400,42641,41520,35413,54692,53868,158974
39508,42736,41653,35422,54819,53941,159319
39499,42693,41591,35387,54780,53941,159170
39463,42740,41620,35384,54835,53924,159207
39452,42632,41585,35367,54657,53938,159036
39437,42631,41586,35333,54687,53871,158987
39463,42642,41557,35373,54711,53886,159035
39423,42659,41524,35383,54757,53838,158989
39428,42592,41498,35347,54648,53841,158865
39473,42697,41542,35308,54699,53878,159020
39427,42616,41591,35337,54760,53841,158971
39432,42768,41614,35375,54819,53898,159189
39477,42663,41600,35389,54771,53863,159129
39479,42755,41584,35398,54815,53926,159216
39441,42686,41552,35405,54717,53886,159084
39495,42678,41635,35393,54771,53893,159201
39498,42589,41589,35401,54758,53872,159077
39492,42757,41680,35366,54808,53943,159295
39491,42681,41607,35377,54744,53893,159156
39463,42756,41666,35537,54862,53963,159422
39475,42638,41591,35372,54738,53878,159076
39475,42686,41594,35423,54772,53897,159178
39400,42602,41606,35306,54651,53795,158914
39451,42650,41637,35360,54738,53837,159098
39395,42641,41557,35328,54689,53822,158921
39410,42638,41563,35404,54725,53834,159015
39482,42678,41580,35434,54767,53863,159174
39459,42711,41641,35395,54799,53906,159206
39449,42603,41545,35366,54665,53822,158963
39406,42653,41617,35332,54740,53812,159008
39385,42636,41592,35379,54743,53808,158992
39396,42660,41679,35385,54833,53832,159120
39383,42663,41616,35393,54745,53840,159055
39413,42697,41597,35451,54806,53896,159158
39330,42635,41647,35389,54703,53800,159001
39442,42654,41579,35384,54714,53851,159059
39421,42713,41574,35381,54786,53826,159089
39476,42638,41603,35416,54759,53860,159133
39456,42707,41620,35488,54843,53880,159271
39488,42737,41638,35441,54793,53931,159304
39425,42639,41638,35371,54734,53815,159073
39469,42693,41656,35396,54775,53856,159214
39482,42704,41600,35433,54718,53950,159219
39438,42735,41668,35445,54815,53966,159286
39520,42704,41707,35464,54839,53941,159395
39450,42770,41695,35405,54797,53969,159320
39478,42767,41661,35451,54805,53956,159357
39478,42737,41680,35455,54830,53952,159350
39485,42757,41673,35428,54829,53936,159343
39492,42819,41627,35433,54838,53959,159371
39470,42770,41771,35455,54837,53961,159466
39559,42818,41677,35491,54875,54004,159545
39467,42774,41654,35492,54881,53913,159387
39501,42786,41737,35452,54813,53973,159476
39482,42730,41648,35456,54844,53919,159316
39480,42790,41678,35435,54835,53934,159383
39539,42767,41717,35421,54829,53953,159444
39496,42764,41737,35463,54858,53921,159460
39475,42757,41747,35420,54806,53940,159399
39461,42775,41723,35404,54794,53955,159363
39456,42754,41698,35428,54834,53884,159336
39487,42751,41722,35471,54838,53953,159431
