taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
38600,42148,41205,35069,54035,53238,157022
38584,42158,41174,34966,54029,53195,156882
38620,42213,41243,34971,54094,53232,157047
38619,42175,41281,34868,54095,53133,156943
38633,42207,41421,34786,54151,53122,157047
38592,42171,41391,34737,53997,53122,156891
38660,42235,41467,34709,54112,53139,157071
38612,42079,41476,34646,53899,53123,156813
38704,42149,41542,34629,54060,53152,157024
38577,42242,41604,34669,54106,53148,157092
38646,42155,41577,34648,54056,53130,157026
38657,42161,41589,34578,53984,53148,156985
38611,42225,41602,34614,54008,53218,157052
38625,42162,41566,34617,54005,53151,156970
38708,42129,41639,34651,54055,53225,157127
38593,42136,41574,34679,54062,53124,156982
38669,42198,41663,34636,54063,53205,157166
38604,42143,41637,34664,54049,53150,157048
38659,42210,41693,34608,54101,53197,157170
38630,42178,41687,34633,54044,53190,157128
38664,42220,41679,34645,54136,53183,157208
38649,42144,41645,34652,54042,53141,157090
38658,42174,41654,34642,54045,53177,157128
38672,42122,41626,34653,54006,53193,157073
38689,42156,41651,34634,54049,53191,157130
38611,42148,41630,34647,54013,53174,157036
38616,42178,41614,34653,54038,53166,157061
38616,42221,41602,34660,54088,53222,157099
38630,42222,41685,34639,54056,53261,157176
38564,42168,41616,34609,53949,53171,156957
38641,42106,41577,34637,54007,53151,156961
38624,42203,41607,34663,54085,53151,157097
38615,42219,41615,34663,54073,53202,157112
38618,42163,41634,34670,54025,53223,157085
38627,42183,41641,34641,54035,53188,157092
38626,42143,41594,34617,53992,53137,156980
38620,42180,41572,34628,54012,53171,157000
38599,42134,41613,34628,54046,53123,156974
38631,42207,41584,34691,54115,53135,157113
38556,42170,41518,34672,53990,53150,156916
38634,42091,41576,34650,53965,53169,156951
38530,42128,41603,34583,53949,53093,156844
38567,42155,41521,34590,53984,53103,156833
38553,42178,41582,34692,54058,53134,157005
38604,42153,41560,34667,54030,53129,156984
38632,42273,41528,34672,54092,53187,157105
38603,42237,41530,34693,54059,53155,157063
38574,42154,41524,34612,53974,53111,156864
38625,42118,41575,34629,53986,53113,156947
38568,42097,41538,34626,53966,53106,156829
38594,42183,41539,34671,53984,53173,156987
38574,42219,41502,34726,54033,53196,157021
38633,42211,41489,34682,54042,53161,157015
38543,42200,41442,34643,54012,53092,156828
38539,42190,41417,34709,54023,53119,156855
38565,42124,41299,34744,53928,53060,156732
38567,42153,41305,34814,54016,53116,156839
38558,42132,41228,34908,54020,53171,156826
