marker_01_x,marker_01_y,marker_01_z,marker_02_x,marker_02_y,marker_02_z,marker_03_x,marker_03_y,marker_03_z,marker_04_x,marker_04_y,marker_04_z,marker_05_x,marker_05_y,marker_05_z,marker_06_x,marker_06_y,marker_06_z,marker_07_x,marker_07_y,marker_07_z,marker_08_x,marker_08_y,marker_08_z
184.768043407678,162.142573699262,-260.841631334259,187.497177,171.066162,-325.685699,183.241577,178.808075,-310.097687,224.955704,154.987213,-333.462738,178.952423,163.397903,-288.240295,210.725159,170.550339,-327.505463,205.305511,178.752289,-285.857544,196.980835,186.364288,-310.560883
184.041053799205,161.562591265446,-261.652859700178,186.88768,170.934906,-326.436066,182.536255,178.527344,-310.819153,224.458633,155.081985,-334.157196,178.296448,163.021561,-289.055603,210.112869,170.651184,-328.21347,204.498077,178.473099,-286.493469,196.43129,185.830338,-311.02655
183.300802626411,161.396794558666,-262.411428386777,186.251846,170.957321,-327.176758,181.810684,178.50029,-311.595825,223.924911,155.248032,-334.825592,177.596985,162.878983,-289.795746,209.523773,170.764679,-328.882782,203.755859,178.46846,-287.164001,195.688614,185.680252,-311.622589
182.624413486944,161.330273203873,-263.067661264964,185.629318,170.964951,-327.774109,181.125977,178.429825,-312.237366,223.361877,155.521378,-335.411377,176.920685,162.887146,-290.466965,208.905167,170.98175,-329.503143,202.98288,178.571564,-287.7565,195.146713,185.480942,-312.115112
181.899727355979,161.33578887378,-263.657772224496,184.976074,171.204437,-328.360016,180.397339,178.622467,-312.769379,222.819778,155.880081,-335.909332,176.245520993629,162.933788212736,-291.09366898595,208.290512,171.315308,-330.034424,202.221252,178.757294,-288.23114,194.583206,185.365311,-312.458679
181.073083944797,161.539469197189,-264.046360725323,184.263321,171.63443,-328.679962,179.607239,179.000839,-313.133423,222.132736,156.518204,-336.217316,175.479183678842,163.18642711962,-291.491576623557,207.5905,171.818954,-330.339081,201.387436,179.104324,-288.521851,193.847,185.598846,-312.855652
180.270006772885,161.875081497603,-264.211443089242,183.461014,172.272308,-328.797607,178.8069,179.559341,-313.229218,221.377762,157.221069,-336.348236,174.690061527297,163.617084454532,-291.653464377601,206.789291,172.588699,-330.430359,200.547546,179.629669,-288.585541,193.29689,185.690628,-312.725647
179.495216923503,162.037151881793,-264.21765089088,182.632278,172.940369,-328.769684,178.065002,179.972275,-313.108124,220.593338,157.924759,-336.275543,173.907076369337,163.954139896382,-291.645788490165,206.007935,173.265808,-330.337921,199.707596,180.150253,-288.488922,192.55719,186.098923,-312.553589
178.562460659611,162.603726653227,-263.782727899807,181.836075,173.41243,-328.210907,177.132904,180.565231,-312.686096,219.749756,158.49649,-335.875366,173.041226152723,164.482907866067,-291.224278856153,205.196533,173.836227,-329.913666,198.82811,180.654037,-288.022247,191.814484,186.406723,-311.938324
177.50243766395,163.336701355715,-263.070774520719,181.05928,173.917633,-327.46283,176.340729,181.067459,-311.878723,218.973724,159.103745,-335.088165,172.056504363528,165.340525368761,-290.517513112767,204.373718,174.453247,-329.139984,197.996918,181.169739,-287.181,189.863571,189.103348,-311.930084
