taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13412,14428,13728,15116,13406,16237,9959,53465,52551,11559,58702,45920
13395,14393,13720,15137,13436,16258,9941,53454,52544,11548,58736,45896
13394,14406,13729,15149,13435,16271,9912,53518,52474,11539,58760,45851
13407,14391,13711,15118,13468,16235,9933,53440,52525,11524,58676,45886
13388,14393,13718,15113,13505,16225,9937,53497,52490,11546,58696,45892
13405,14396,13720,15069,13508,16238,9957,53487,52542,11544,58748,45896
13420,14447,13724,15133,13535,16279,9997,53617,52683,11558,58869,45968
13410,14412,13738,15104,13553,16215,10017,53582,52606,11532,58794,45990
13411,14404,13772,15076,13533,16214,10042,53593,52572,11521,58778,45944
13409,14387,13796,15044,13530,16212,10063,53615,52564,11536,58794,46010
13409,14406,13790,15028,13509,16234,10072,53591,52589,11529,58785,46048
13447,14398,13849,15046,13483,16212,10077,53591,52619,11515,58803,46043
13424,14404,13880,15065,13444,16250,10024,53604,52589,11526,58790,46023
13429,14397,13891,15089,13406,16238,9961,53582,52558,11524,58753,45985
13430,14413,13910,15086,13404,16239,9912,53587,52546,11530,58805,45959
13418,14382,13901,15072,13404,16235,9908,53525,52495,11525,58772,45878
13452,14391,13933,15022,13383,16199,9893,53517,52488,11536,58708,45907
13448,14424,13900,15048,13392,16283,9904,53521,52619,11554,58809,45911
13434,14439,13863,15072,13385,16278,9925,53563,52613,11560,58767,45987
13424,14407,13772,15050,13365,16324,9907,53436,52522,11545,58737,45883
13435,14420,13775,15107,13390,16302,9936,53533,52556,11563,58762,45935
13377,14392,13718,15082,13390,16242,9920,53371,52468,11539,58634,45815
13388,14419,13735,15141,13401,16294,9919,53463,52517,11533,58752,45850
13434,14392,13723,15135,13430,16226,9963,53446,52591,11559,58671,45958
13418,14429,13736,15112,13442,16236,9964,53482,52578,11538,58706,45917
13402,14438,13731,15180,13492,16242,9965,53581,52605,11548,58779,45992
13377,14409,13726,15147,13489,16218,9929,53531,52490,11550,58715,45899
13408,14398,13719,15068,13502,16205,9974,53513,52522,11535,58710,45929
13395,14425,13720,15069,13502,16243,10026,53554,52568,11540,58726,45993
13416,14406,13741,15048,13499,16223,10091,53554,52590,11523,58751,46023
13410,14405,13775,15089,13497,16224,10107,53639,52570,11528,58744,46074
13377,14383,13781,15077,13468,16211,10077,53582,52489,11522,58690,45997
13410,14392,13800,15025,13464,16218,10061,53543,52535,11520,58709,45966
13408,14400,13815,14983,13463,16201,10012,53461,52522,11521,58669,45956
13385,14376,13849,15038,13420,16225,9946,53479,52422,11494,58714,45823
13412,14388,13849,15029,13413,16194,9915,53419,52478,11525,58690,45848
13422,14417,13870,15074,13392,16221,9943,53495,52565,11554,58707,45923
13402,14374,13876,15094,13373,16271,9904,53522,52476,11534,58715,45897
13383,14392,13887,15075,13380,16250,9903,53563,52465,11565,58716,45887
13415,14367,13864,14999,13376,16219,9848,53396,52430,11543,58656,45817
13392,14386,13850,15047,13352,16275,9859,53522,52422,11553,58714,45794
13403,14377,13807,15025,13354,16309,9868,53449,52474,11566,58693,45866
13413,14410,13759,15042,13364,16298,9922,53439,52530,11545,58695,45884
13399,14394,13743,15086,13365,16283,9934,53395,52506,11557,58635,45899
13381,14367,13728,15098,13398,16273,9910,53452,52436,11527,58684,45833
13399,14385,13702,15121,13399,16273,9925,53421,52486,11525,58648,45845
13386,14392,13693,15150,13422,16228,9902,53459,52435,11527,58613,45841
13384,14418,13698,15196,13461,16249,9966,53582,52539,11547,58724,45951
13407,14406,13692,15158,13484,16226,9963,53526,52546,11547,58740,45907
13391,14421,13694,15180,13502,16220,10023,53568,52584,11547,58732,45998
13381,14418,13718,15089,13521,16213,10003,53568,52524,11534,58735,45995
13387,14391,13729,15059,13470,16218,10061,53541,52525,11532,58704,46026
13400,14390,13763,15024,13472,16192,10065,53501,52537,11527,58698,45969
13399,14394,13806,15009,13465,16206,10081,53535,52575,11528,58720,46030
13418,14375,13840,14999,13446,16208,10070,53493,52563,11510,58696,45999
13402,14404,13840,14997,13422,16198,10022,53462,52546,11521,58630,45992
13382,14353,13862,15029,13404,16208,9969,53462,52419,11517,58634,45940
13392,14365,13898,14968,13384,16196,9891,53401,52404,11506,58599,45831
13404,14358,13880,15037,13387,16209,9890,53475,52449,11529,58667,45873
13395,14373,13872,15031,13376,16221,9915,53435,52477,11551,58641,45922
13409,14423,13852,15070,13362,16234,9900,53465,52566,11552,58688,45893
13387,14380,13837,15044,13367,16266,9909,53402,52476,11537,58684,45852
13397,14401,13804,15032,13360,16262,9844,53374,52426,11531,58679,45755
13410,14364,13790,15011,13364,16251,9901,53358,52448,11524,58619,45802
13395,14388,13768,15061,13386,16239,9936,53433,52505,11545,58640,45878
13409,14400,13744,15075,13396,16276,9952,53433,52547,11541,58712,45887
13396,14380,13720,15098,13387,16248,9923,53391,52510,11544,58632,45837
13391,14418,13747,15158,13378,16229,9935,53464,52521,11526,58649,45888
13398,14387,13741,15120,13390,16225,9942,53429,52490,11522,58614,45882
13390,14421,13697,15137,13413,16238,9923,53424,52531,11543,58658,45879
13390,14398,13695,15085,13444,16214,9903,53389,52426,11522,58644,45801
13387,14386,13694,15074,13474,16230,10007,53495,52474,11530,58664,45927
13392,14380,13732,15083,13494,16220,10018,53562,52503,11522,58736,45928
13397,14389,13713,15066,13489,16222,10025,53514,52498,11532,58731,45960
13394,14377,13761,15079,13473,16206,10061,53596,52475,11528,58680,46044
13390,14416,13814,15042,13490,16222,10080,53585,52542,11535,58733,46052
13396,14387,13833,15056,13440,16223,10042,53549,52502,11511,58723,45971
13413,14401,13859,15026,13439,16206,10005,53507,52528,11532,58715,45950
13424,14407,13880,15020,13415,16231,9937,53453,52533,11504,58726,45875
13421,14417,13872,15005,13408,16242,9925,53429,52582,11533,58769,45896
13433,14363,13886,15013,13361,16212,9867,53421,52441,11512,58642,45798
13413,14353,13880,15048,13374,16231,9856,53458,52415,11530,58690,45817
13421,14371,13858,15075,13356,16310,9833,53510,52449,11572,58759,45854
13436,14362,13850,15036,13352,16243,9831,53438,52462,11591,58677,45848
13441,14388,13825,15039,13349,16335,9808,53472,52494,11598,58747,45792
13393,14373,13779,15083,13341,16295,9852,53442,52419,11588,58696,45808
13386,14422,13758,15091,13351,16318,9855,53453,52479,11568,58702,45808
13384,14389,13715,15050,13356,16298,9899,53359,52441,11541,58648,45825
13386,14365,13721,15124,13370,16241,9908,53472,52430,11541,58596,45874
13394,14378,13698,15110,13378,16230,9922,53388,52466,11547,58616,45816
13395,14404,13682,15143,13392,16237,9943,53427,52488,11542,58641,45873
13383,14409,13674,15184,13435,16209,9942,53486,52461,11533,58633,45850
13389,14368,13698,15135,13443,16225,9941,53480,52473,11534,58672,45874
13376,14395,13679,15144,13447,16206,9950,53506,52455,11526,58649,45874
13380,14389,13679,15105,13484,16198,9982,53500,52454,11541,58660,45938
13396,14398,13700,15095,13498,16191,9995,53511,52490,11537,58692,45922
13403,14357,13719,15067,13495,16192,10005,53470,52486,11519,58697,45913
13395,14397,13761,15007,13479,16213,9996,53446,52476,11521,58662,45927
13391,14391,13816,15051,13460,16237,9955,53517,52479,11529,58738,45912
13390,14365,13840,14992,13415,16199,9904,53415,52451,11515,58638,45818
13393,14385,13851,14984,13379,16255,9916,53399,52475,11522,58720,45782
13387,14414,13830,15005,13373,16237,9930,53367,52531,11542,58674,45901
13402,14382,13838,15032,13366,16226,9914,53420,52482,11527,58624,45840
13396,14375,13814,15025,13353,16232,9903,53358,52462,11524,58639,45817
13373,14370,13809,15094,13380,16233,9874,53451,52389,11532,58666,45784
13372,14411,13772,15091,13326,16263,9905,53392,52479,11519,58623,45792
13397,14405,13767,15025,13363,16234,9902,53344,52485,11558,58622,45846
13391,14388,13770,15042,13362,16245,9905,53362,52457,11513,58635,45801
13386,14393,13767,15048,13367,16244,9915,53388,52472,11551,58626,45886
13373,14401,13705,15086,13369,16252,9930,53331,52468,11515,58617,45814
13381,14367,13741,15094,13370,16228,9899,53380,52420,11521,58583,45813
13387,14365,13720,15066,13377,16218,9872,53286,52375,11519,58584,45729
13379,14352,13699,15086,13382,16218,9881,53309,52377,11520,58598,45729
13372,14398,13703,15092,13403,16196,9898,53341,52435,11551,58613,45773
13388,14386,13677,15120,13426,16180,9882,53350,52431,11521,58580,45734
13377,14378,13681,15119,13453,16211,9889,53393,52457,11536,58629,45760
13372,14346,13685,15089,13491,16196,9892,53404,52395,11520,58624,45754
13370,14385,13681,15064,13525,16187,9935,53414,52436,11504,58688,45770
13372,14374,13687,15008,13504,16181,9959,53404,52421,11507,58641,45810
13377,14380,13729,14961,13500,16167,10065,53367,52492,11500,58631,45904
13397,14375,13832,15005,13483,16219,10042,53480,52515,11481,58712,45936
13419,14372,13831,15092,13464,16197,9996,53538,52481,11479,58731,45889
13436,14380,13879,15045,13420,16221,9972,53507,52536,11528,58782,45971
13463,14376,13871,15006,13407,16185,9954,53430,52544,11500,58735,45869
13455,14362,13895,15024,13387,16253,9886,53445,52481,11516,58740,45865
13476,14375,13882,15025,13376,16218,9854,53410,52510,11508,58735,45839
13471,14352,13862,14987,13345,16236,9806,53365,52455,11550,58697,45756
13430,14351,13809,15009,13331,16282,9782,53343,52398,11556,58647,45760
13419,14344,13783,15023,13340,16326,9826,53386,52368,11550,58704,45757
13398,14349,13776,15035,13321,16350,9886,53412,52437,11569,58668,45835
13375,14401,13769,15061,13352,16325,9918,53445,52481,11567,58698,45915
13383,14401,13736,15017,13319,16314,9897,53321,52467,11535,58621,45775
13359,14429,13728,15084,13350,16336,9905,53430,52487,11536,58675,45822
13386,14399,13720,15119,13351,16313,9919,53417,52480,11524,58663,45832
13365,14455,13691,15159,13354,16301,9894,53431,52515,11533,58687,45794
13351,14435,13681,15148,13399,16300,9900,53426,52463,11532,58698,45773
13358,14442,13675,15183,13397,16301,9911,53447,52487,11512,58696,45798
13370,14417,13689,15137,13442,16195,9893,53373,52484,11508,58640,45755
13369,14449,13681,15115,13469,16196,9905,53363,52540,11505,58671,45779
13365,14419,13667,15039,13492,16164,9915,53287,52494,11507,58602,45753
13352,14387,13696,14987,13515,16172,9874,53314,52414,11504,58655,45649
13415,14376,13743,15024,13516,16198,9917,53369,52518,11478,58702,45704
13412,14349,13804,15000,13510,16155,9945,53393,52481,11483,58725,45790
13440,14394,13825,14997,13457,16182,9978,53394,52565,11470,58697,45814
13447,14387,13842,14995,13427,16217,9986,53430,52578,11517,58750,45921
13471,14360,13860,15015,13408,16195,9916,53375,52549,11505,58714,45817
13477,14327,13882,15027,13370,16213,9877,53423,52478,11520,58728,45800
13501,14357,13868,15028,13342,16239,9839,53411,52476,11520,58717,45796
13477,14366,13851,15056,13354,16223,9827,53453,52441,11542,58702,45837
13477,14392,13862,14997,13339,16266,9789,53376,52489,11549,58703,45778
13478,14357,13808,14988,13336,16301,9824,53359,52491,11562,58725,45754
13422,14380,13780,15041,13330,16283,9855,53387,52448,11561,58650,45806
13401,14384,13739,15046,13309,16317,9794,53344,52385,11570,58637,45725
13395,14355,13712,15020,13330,16306,9830,53299,52369,11535,58595,45724
13383,14387,13749,15113,13354,16309,9900,53414,52438,11526,58687,45825
13383,14394,13711,15061,13352,16282,9892,53354,52429,11535,58589,45811
13383,14384,13720,15111,13347,16301,9908,53391,52450,11528,58671,45800
13373,14420,13702,15042,13373,16254,9896,53257,52471,11525,58606,45744
13341,14427,13700,15100,13381,16244,9915,53357,52432,11504,58668,45748
13366,14400,13709,15083,13406,16207,9863,53337,52380,11505,58617,45698
13349,14424,13677,15101,13428,16217,9861,53346,52402,11519,58629,45756
13355,14437,13696,15026,13438,16160,9890,53230,52489,11499,58552,45751
13334,14430,13672,15026,13507,16159,9918,53278,52464,11511,58629,45732
13377,14385,13709,14997,13546,16184,9952,53339,52534,11515,58668,45815
13390,14367,13751,15018,13517,16204,9937,53439,52465,11500,58734,45785
13433,14351,13773,14966,13476,16166,10003,53335,52529,11478,58650,45863
13448,14370,13820,15078,13464,16193,9986,53486,52575,11498,58755,45901
13446,14339,13820,14976,13442,16209,9983,53358,52536,11491,58704,45867
13453,14354,13847,14965,13423,16190,9923,53350,52516,11506,58678,45852
13478,14337,13846,14967,13392,16223,9911,53316,52500,11484,58713,45783
13469,14364,13871,15002,13367,16227,9895,53395,52477,11522,58745,45831
13463,14355,13850,15054,13380,16215,9810,53407,52405,11508,58735,45721
13440,14327,13882,15073,13366,16248,9804,53480,52374,11542,58708,45780
13431,14374,13874,15019,13354,16271,9864,53436,52489,11550,58712,45864
13425,14401,13843,15031,13344,16280,9837,53456,52459,11553,58674,45797
13422,14382,13801,15044,13336,16300,9867,53422,52483,11547,58667,45835
13409,14362,13782,15039,13335,16307,9876,53400,52433,11541,58654,45785
13401,14362,13778,15030,13352,16347,9863,53389,52431,11529,58738,45721
13400,14381,13746,15059,13330,16354,9903,53430,52477,11550,58731,45847
13398,14395,13737,15027,13353,16332,9920,53381,52466,11533,58686,45817
13380,14426,13717,15136,13349,16345,9944,53531,52518,11546,58715,45874
13387,14403,13715,15122,13352,16318,9939,53407,52535,11520,58686,45852
13382,14400,13713,15104,13363,16263,9887,53382,52433,11536,58601,45803
13364,14414,13718,15199,13385,16231,9889,53513,52410,11538,58631,45814
13361,14426,13701,15156,13399,16236,9860,53381,52450,11509,58635,45727
13381,14399,13680,15190,13440,16190,9907,53454,52453,11515,58654,45817
13378,14404,13699,15127,13464,16220,9932,53462,52510,11536,58662,45876
13382,14438,13670,15119,13483,16219,9946,53445,52531,11529,58714,45875
13356,14406,13677,15149,13484,16268,9888,53479,52463,11538,58727,45815
13366,14405,13670,15113,13490,16204,9895,53427,52427,11519,58685,45766
13368,14382,13690,15086,13537,16184,9906,53423,52491,11541,58655,45820
13380,14404,13712,15037,13529,16241,9934,53448,52512,11530,58757,45810
13409,14389,13755,15010,13502,16208,9967,53418,52534,11531,58700,45880
13405,14381,13806,14995,13467,16200,9942,53376,52507,11513,58715,45813
13393,14368,13822,15048,13439,16186,9916,53424,52457,11506,58689,45790
13405,14386,13809,15002,13401,16217,9887,53386,52474,11539,58671,45793
13414,14382,13841,15051,13394,16207,9884,53424,52464,11522,58703,45759
13433,14374,13842,14981,13365,16223,9915,53328,52490,11485,58708,45763
13397,14401,13851,15030,13371,16226,9932,53420,52488,11523,58698,45827
13408,14397,13829,15070,13364,16231,9910,53395,52519,11537,58732,45833
13404,14382,13848,15042,13362,16230,9900,53435,52453,11529,58694,45816
13397,14338,13815,15050,13363,16252,9931,53421,52443,11539,58664,45883
13401,14395,13797,15118,13357,16257,9918,53508,52502,11527,58698,45861
13390,14395,13748,15043,13333,16310,9936,53400,52479,11543,58639,45870
13389,14393,13755,15072,13352,16257,9949,53395,52461,11522,58598,45881
13396,14385,13744,15098,13355,16306,9914,53419,52497,11518,58684,45818
13389,14381,13752,15052,13355,16260,9931,53372,52424,11532,58602,45872
13393,14394,13734,15088,13368,16268,9922,53394,52487,11515,58645,45814
13397,14391,13739,15142,13369,16268,9934,53458,52480,11532,58704,45871
13391,14398,13718,15108,13385,16244,9956,53402,52522,11525,58651,45862
13418,14410,13707,15099,13401,16245,9949,53412,52569,11555,58677,45905
13387,14409,13697,15136,13415,16237,9950,53422,52554,11547,58666,45880
13390,14398,13700,15096,13428,16238,9935,53396,52504,11534,58641,45882
13389,14377,13729,15090,13484,16217,9922,53421,52497,11557,58720,45880
13385,14375,13712,15106,13508,16246,9923,53486,52504,11539,58745,45859
13375,14408,13709,15073,13535,16199,9968,53455,52525,11532,58686,45840
13386,14413,13727,15090,13551,16173,9959,53540,52511,11529,58725,45858
13392,14395,13726,15089,13539,16208,9993,53556,52549,11512,58756,45883
13383,14353,13737,15007,13509,16198,9982,53442,52469,11501,58700,45817
13383,14358,13783,15034,13492,16179,9969,53485,52410,11491,58663,45851
13389,14354,13783,15020,13473,16194,9947,53408,52432,11509,58704,45806
13425,14379,13818,14982,13445,16219,9953,53392,52542,11523,58766,45818
13445,14387,13860,15015,13402,16242,9946,53448,52553,11510,58767,45903
13447,14373,13854,14964,13402,16211,9910,53333,52525,11508,58733,45776
13458,14402,13873,15061,13377,16200,9885,53477,52476,11518,58696,45834
13443,14356,13843,15019,13353,16245,9863,53414,52439,11538,58692,45810
13434,14370,13837,15021,13339,16270,9864,53405,52453,11537,58756,45792
13426,14379,13786,15042,13361,16266,9906,53394,52490,11525,58732,45759
13413,14370,13781,15070,13349,16278,9938,53419,52456,11543,58681,45882
13411,14395,13784,15020,13345,16313,9928,53352,52524,11513,58699,45802
13410,14377,13762,14993,13345,16307,9914,53349,52469,11532,58661,45834
13405,14396,13741,15022,13347,16321,9893,53342,52479,11526,58658,45804
13390,14394,13759,15089,13350,16274,9928,53432,52460,11532,58652,45846
13391,14400,13740,15079,13370,16312,9932,53416,52501,11525,58700,45830
13375,14393,13710,15146,13391,16312,9931,53463,52485,11528,58717,45845
13391,14444,13715,15145,13412,16270,9943,53458,52571,11531,58722,45894
13366,14450,13724,15168,13393,16277,9911,53486,52498,11542,58688,45870
13376,14424,13726,15181,13425,16208,9917,53497,52460,11528,58671,45882
13381,14423,13708,15178,13436,16267,9907,53494,52495,11529,58730,45831
13382,14449,13741,15146,13458,16230,9964,53525,52585,11541,58707,45937
13399,14439,13726,15141,13496,16235,9943,53529,52597,11538,58754,45907
13383,14382,13706,15109,13531,16241,9930,53486,52516,11528,58743,45821
13391,14385,13726,15083,13529,16211,9963,53517,52526,11519,58723,45885
13393,14369,13757,15061,13544,16202,9954,53521,52486,11528,58748,45866
13401,14386,13788,15031,13518,16218,9955,53500,52514,11523,58747,45902
13401,14404,13778,15032,13488,16198,9961,53431,52575,11517,58703,45867
13425,14380,13801,15031,13462,16207,9947,53438,52535,11541,58721,45912
13403,14391,13797,15022,13420,16172,9922,53357,52484,11532,58675,45834
13408,14361,13804,15027,13411,16180,9887,53355,52433,11524,58646,45809
13422,14369,13802,14983,13372,16191,9907,53327,52452,11525,58620,45820
13391,14348,13784,15022,13385,16219,9893,53347,52418,11537,58634,45803
13390,14374,13763,14998,13359,16233,9924,53305,52441,11534,58587,45822
13403,14381,13757,15024,13368,16242,9924,53319,52468,11519,58635,45792
13416,14393,13738,15033,13362,16239,9909,53288,52517,11521,58620,45812
13377,14365,13753,15013,13368,16269,9910,53347,52403,11513,58612,45798
13386,14391,13762,15081,13371,16247,9929,53377,52484,11531,58614,45868
13404,14383,13746,15060,13385,16247,9925,53384,52459,11515,58644,45795
13397,14417,13757,15065,13388,16234,9948,53376,52538,11534,58628,45899
13397,14442,13761,15053,13390,16260,9928,53378,52545,11530,58687,45812
13396,14397,13746,15047,13404,16235,9923,53375,52519,11553,58653,45842
13390,14413,13735,15101,13419,16279,9926,53440,52525,11548,58776,45836
13390,14432,13719,15098,13430,16216,9935,53412,52495,11534,58665,45879
13399,14421,13723,15133,13424,16267,9905,53438,52530,11528,58741,45842
13397,14433,13737,15092,13462,16229,9977,53465,52567,11541,58695,45933
13382,14459,13727,15142,13470,16240,9930,53478,52587,11549,58721,45951
13384,14466,13727,15129,13493,16218,9940,53454,52586,11538,58739,45870
13397,14459,13716,15112,13496,16230,9908,53452,52532,11531,58747,45852
13369,14386,13718,15090,13521,16196,9909,53412,52444,11510,58704,45780
13386,14396,13734,15047,13548,16216,9930,53433,52556,11538,58760,45838
13425,14377,13778,15036,13516,16226,9963,53449,52578,11527,58767,45926
13435,14392,13780,15018,13480,16258,9954,53398,52560,11516,58793,45857
13448,14389,13806,15020,13470,16237,9926,53448,52576,11524,58809,45831
13431,14358,13815,15075,13453,16198,9935,53453,52502,11518,58776,45850
13452,14333,13820,15019,13405,16216,9944,53392,52503,11531,58752,45885
13439,14330,13822,14995,13394,16259,9908,53370,52499,11561,58766,45863
13423,14399,13788,14985,13375,16224,9949,53324,52550,11554,58651,45899
13436,14432,13806,15046,13370,16284,9964,53466,52609,11571,58766,45998
13419,14383,13790,15050,13361,16253,9959,53413,52527,11545,58677,45917
13421,14404,13763,15073,13371,16264,9928,53446,52496,11554,58706,45872
13415,14382,13770,15025,13358,16281,9916,53352,52500,11536,58664,45810
13413,14394,13769,14986,13335,16269,9913,53316,52481,11537,58623,45810
13398,14415,13744,15034,13361,16279,9967,53380,52533,11538,58652,45893
13398,14412,13765,15113,13346,16328,9979,53454,52540,11528,58701,45917
13395,14409,13744,15063,13384,16296,9920,53394,52536,11540,58709,45823
13403,14403,13744,15122,13382,16306,9933,53472,52514,11551,58735,45874
13399,14393,13719,15099,13397,16256,9933,53396,52500,11535,58683,45865
13411,14389,13705,15096,13414,16244,9917,53414,52504,11542,58677,45833
13393,14416,13726,15126,13430,16227,9944,53440,52544,11543,58677,45908
13377,14424,13711,15087,13449,16249,9933,53391,52521,11554,58719,45875
13399,14447,13723,15066,13453,16194,9916,53377,52573,11538,58676,45840
13363,14432,13698,15185,13486,16219,9926,53518,52500,11529,58725,45826
13384,14440,13714,15085,13502,16185,9943,53388,52547,11519,58699,45875
13358,14393,13728,15099,13516,16249,9899,53479,52467,11530,58745,45822
13402,14409,13726,15012,13521,16203,9920,53326,52530,11526,58716,45830
13383,14406,13742,15014,13507,16200,9939,53365,52543,11536,58700,45868
13398,14392,13757,15006,13517,16232,9938,53380,52557,11531,58778,45829
13412,14353,13804,15058,13480,16195,9906,53440,52466,11518,58754,45803
13420,14379,13810,15013,13432,16199,9909,53351,52474,11540,58733,45823
13424,14377,13820,15080,13404,16252,9925,53462,52505,11522,58739,45870
13457,14383,13812,14979,13384,16225,9947,53355,52539,11535,58711,45894
13445,14387,13795,14979,13361,16248,9949,53323,52567,11546,58677,45907
13434,14392,13780,15025,13387,16257,9956,53363,52572,11518,58715,45885
13417,14362,13767,15035,13365,16286,9920,53417,52469,11559,58696,45866
13408,14390,13764,15033,13382,16218,9933,53363,52511,11557,58620,45885
13400,14373,13743,15011,13363,16237,9916,53351,52438,11550,58579,45852
13397,14397,13741,15013,13383,16262,9958,53319,52545,11533,58647,45879
13402,14397,13751,15064,13383,16248,9921,53419,52493,11540,58657,45863
13401,14413,13737,15128,13403,16238,9934,53433,52569,11565,58661,45949
13409,14396,13743,15062,13392,16255,9905,53397,52447,11543,58680,45851
13386,14392,13725,15094,13402,16222,9923,53363,52511,11543,58647,45841
13390,14367,13732,15030,13400,16235,9896,53292,52452,11546,58615,45795
13399,14396,13715,15036,13409,16253,9911,53315,52494,11512,58668,45815
13379,14401,13722,15037,13433,16239,9906,53334,52474,11523,58656,45807
13402,14380,13699,15065,13451,16253,9913,53351,52485,11524,58701,45780
13368,14399,13706,15141,13465,16213,9900,53442,52425,11548,58665,45832
13372,14351,13692,15044,13503,16199,9892,53333,52414,11522,58680,45753
13368,14367,13717,15101,13479,16216,9904,53463,52402,11535,58626,45830
13378,14372,13728,15039,13511,16210,9888,53426,52445,11517,58697,45738
13394,14398,13762,14985,13519,16205,9935,53385,52507,11508,58697,45813
13389,14379,13790,15003,13466,16217,9956,53403,52496,11510,58679,45833
13403,14357,13778,15034,13450,16198,9886,53377,52437,11539,58676,45792
13405,14360,13813,15033,13470,16178,9905,53462,52424,11501,58754,45763
13424,14369,13812,15032,13411,16199,9903,53395,52479,11521,58691,45799
13439,14360,13848,14998,13393,16189,9903,53375,52439,11523,58661,45805
13476,14374,13824,14970,13374,16211,9879,53316,52515,11529,58667,45828
13441,14346,13792,14963,13365,16270,9871,53310,52431,11521,58734,45706
13416,14334,13793,14989,13336,16284,9835,53331,52362,11516,58676,45702
13415,14374,13777,15017,13337,16270,9892,53333,52432,11524,58642,45783
13412,14388,13759,15027,13330,16307,9889,53323,52457,11530,58705,45756
13401,14374,13772,14994,13330,16319,9906,53298,52465,11529,58662,45802
13398,14380,13754,14979,13325,16326,9905,53311,52472,11561,58633,45831
13388,14389,13725,15077,13336,16339,9903,53353,52469,11538,58644,45844
13369,14380,13730,15011,13346,16259,9880,53288,52397,11525,58547,45771
13398,14369,13727,15054,13377,16199,9881,53275,52411,11549,58589,45782
13381,14396,13708,15071,13382,16202,9914,53321,52451,11520,58600,45749
13379,14375,13727,15056,13401,16195,9871,53311,52385,11509,58577,45750
13390,14392,13714,15019,13422,16241,9884,53309,52469,11531,58652,45755
13380,14375,13712,15101,13435,16218,9901,53368,52441,11522,58634,45793
13380,14413,13719,15128,13442,16238,9910,53444,52479,11521,58678,45836
13393,14386,13718,15093,13476,16192,9922,53427,52474,11530,58690,45825
13403,14381,13701,15051,13480,16213,9915,53350,52470,11521,58647,45803
13380,14402,13732,15049,13485,16231,9926,53402,52504,11544,58659,45886
13392,14400,13734,15086,13518,16213,9882,53472,52448,11524,58729,45816
13385,14408,13776,15022,13498,16211,9931,53455,52473,11520,58720,45825
13388,14374,13805,14978,13457,16210,9899,53378,52439,11517,58707,45794
13391,14375,13833,14999,13407,16207,9910,53405,52413,11509,58668,45817
13419,14382,13844,14999,13388,16200,9905,53376,52484,11531,58681,45851
13425,14359,13826,15016,13382,16214,9878,53355,52457,11519,58660,45787
13408,14380,13820,14992,13379,16265,9926,53391,52495,11520,58733,45789
13434,14378,13829,15037,13340,16222,9887,53365,52472,11512,58641,45795
13398,14370,13800,14985,13329,16256,9869,53340,52363,11517,58656,45708
13409,14375,13774,15039,13334,16303,9919,53380,52474,11537,58689,45832
13391,14377,13758,15065,13351,16296,9895,53412,52442,11529,58638,45849
13398,14355,13761,15018,13345,16286,9931,53349,52430,11521,58623,45817
13395,14402,13748,15065,13341,16282,9913,53387,52482,11536,58642,45827
13397,14381,13731,15054,13355,16294,9902,53327,52471,11512,58656,45777
13388,14376,13736,15048,13363,16234,9887,53332,52393,11528,58567,45826
13371,14375,13725,15099,13376,16243,9890,53395,52397,11528,58619,45803
13390,14403,13723,15146,13374,16254,9953,53488,52502,11536,58637,45889
13384,14391,13700,15127,13388,16241,9915,53418,52469,11523,58663,45805
13389,14383,13704,15157,13407,16235,9917,53414,52478,11522,58678,45829
13387,14403,13714,15159,13435,16230,9932,53464,52501,11532,58690,45843
13356,14395,13689,15156,13467,16220,9900,53477,52384,11519,58667,45797
13371,14378,13698,15064,13488,16206,9941,53446,52420,11520,58671,45771
13391,14339,13707,15103,13489,16218,9942,53543,52389,11563,58723,45871
13384,14375,13732,15038,13495,16202,10002,53459,52490,11513,58665,45892
13377,14383,13739,15080,13496,16194,9987,53505,52462,11517,58690,45880
13407,14368,13788,15010,13459,16172,9995,53432,52453,11503,58630,45897
13410,14368,13823,14996,13439,16194,9911,53390,52411,11487,58684,45773
13397,14336,13855,14935,13393,16199,9915,53329,52399,11506,58616,45763
13417,14362,13832,15002,13386,16242,9886,53336,52473,11513,58682,45768
13462,14346,13827,14957,13366,16267,9891,53312,52471,11538,58738,45792
13437,14405,13829,14985,13359,16269,9905,53404,52542,11564,58710,45887
13428,14377,13787,15002,13346,16302,9887,53341,52497,11529,58688,45791
13393,14349,13785,15031,13347,16307,9891,53405,52421,11534,58654,45813
13401,14401,13755,15041,13335,16331,9909,53383,52484,11553,58677,45803
13382,14367,13767,15022,13321,16337,9883,53354,52421,11548,58621,45818
13385,14413,13753,15059,13333,16338,9941,53388,52508,11524,58681,45873
13378,14405,13748,15080,13346,16332,9911,53417,52499,11535,58671,45864
13374,14416,13727,15063,13363,16287,9919,53408,52488,11538,58639,45808
13385,14386,13729,15099,13350,16305,9909,53400,52454,11526,58637,45850
13375,14437,13705,15116,13368,16268,9886,53387,52469,11529,58660,45821
13376,14398,13689,15184,13391,16275,9912,53464,52429,11522,58677,45829
13377,14445,13711,15069,13410,16232,9931,53338,52551,11527,58666,45837
13387,14427,13715,15114,13409,16248,9926,53393,52509,11536,58647,45913
13384,14419,13732,15132,13452,16230,9914,53462,52511,11528,58708,45823
