taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
38891,42029,41212,34710,53880,53184,156842
38880,42021,41091,34622,53808,53117,156614
38858,42064,41104,34617,53826,53111,156643
38884,41985,41148,34650,53758,53187,156667
38892,42053,41131,34676,53887,53158,156752
38857,42054,41144,34703,53915,53151,156758
38828,42064,41152,34799,53985,53189,156843
38832,42074,41181,34630,53844,53198,156717
38873,42046,41149,34716,53866,53196,156784
38905,42069,41168,34663,53851,53202,156805
38878,42068,41186,34710,53913,53202,156842
38937,42072,41194,34705,53918,53222,156908
38861,42082,41223,34733,53924,53233,156899
38870,42126,41219,34720,53960,53257,156935
38882,42007,41111,34682,53859,53175,156682
38839,42032,41215,34692,53939,53168,156778
38845,42031,41168,34693,53870,53190,156737
38846,42046,41162,34719,53912,53205,156773
38834,42040,41107,34742,53859,53198,156723
38770,42122,41161,34693,53930,53143,156746
38804,42009,41152,34657,53785,53197,156622
38832,42022,41195,34712,53865,53191,156761
38761,42075,41194,34701,53851,53200,156731
38788,42070,41136,34759,53924,53201,156753
38826,42077,41180,34699,53937,53201,156782
38793,42096,41140,34708,53875,53199,156737
38850,42002,41116,34701,53781,53170,156669
38795,42072,41138,34734,53850,53223,156739
38824,42065,41171,34730,53907,53191,156790
38773,42129,41192,34768,53973,53205,156862
38787,42060,41170,34754,53908,53203,156771
38781,42069,41164,34713,53958,53163,156727
38755,41990,41093,34718,53813,53131,156556
38752,42033,41141,34769,53887,53159,156695
38776,42031,41110,34797,53859,53183,156714
38779,42070,41166,34785,53946,53208,156800
38738,41977,41181,34784,53851,53183,156680
38726,41995,41244,34776,53886,53156,156741
38720,42009,41146,34743,53855,53174,156618
38730,41977,41143,34765,53813,53192,156615
38710,42045,41143,34779,53878,53193,156677
38776,42042,41184,34810,53914,53208,156812
38722,42036,41233,34801,53860,53284,156792
38702,41988,41197,34806,53884,53176,156693
38681,42047,41149,34785,53863,53175,156662
38693,42032,41148,34799,53897,53196,156672
38706,41987,41119,34768,53828,53183,156580
38685,42061,41220,34823,53946,53214,156789
38688,42012,41168,34870,53893,53247,156738
38618,42054,41138,34791,53853,53185,156601
38657,42013,41166,34837,53899,53200,156673
38693,42002,41163,34827,53879,53241,156685
38735,41993,41123,34826,53926,53168,156677
38778,42064,41227,34869,53993,53281,156938
38778,42054,41159,34842,53919,53281,156833
38774,42042,41144,34825,53931,53222,156785
38748,42022,41168,34800,53907,53195,156738
38695,42079,41166,34792,53900,53204,156732
38701,41966,41203,34768,53842,53185,156638
38752,42022,41158,34791,53882,53224,156723
38701,42104,41138,34863,53940,53230,156806
38743,42118,41167,34785,53945,53285,156813
38682,42009,41110,34753,53842,53174,156554
38695,42108,41140,34795,53924,53290,156738
38666,41996,41122,34883,53895,53209,156667
38673,42117,41127,34819,53928,53248,156736
38682,42051,41182,34828,53905,53216,156743
38755,42090,41185,34789,53954,53229,156819
38687,42085,41185,34795,53913,53234,156752
38741,42093,41168,34798,53924,53218,156800
38730,42091,41201,34811,53955,53263,156833
38771,42060,41145,34808,53926,53242,156784
38696,42033,41179,34778,53897,53195,156686
38716,42149,41176,34772,53966,53219,156813
38685,42031,41131,34788,53887,53190,156635
38691,42065,41195,34739,53891,53196,156690
38670,42081,41178,34871,53985,53235,156800
38673,42056,41155,34788,53900,53189,156672
38716,42112,41147,34786,53951,53222,156761
38698,41973,41149,34768,53857,53160,156588
38681,42060,41134,34753,53865,53167,156628
38673,42013,41177,34732,53904,53137,156595
38621,42061,41170,34798,53923,53179,156650
38677,41999,41163,34788,53904,53175,156627
38660,42096,41112,34849,53963,53212,156717
38697,42071,41193,34758,53903,53204,156719
38668,42070,41176,34781,53941,53176,156695
38663,41983,41175,34690,53863,53137,156511
38697,42019,41164,34786,53899,53182,156666
38682,42047,41213,34804,53953,53237,156746
38695,42034,41206,34795,53904,53211,156730
38680,42070,41175,34752,53946,53143,156677
38696,42031,41140,34756,53855,53198,156623
38671,42007,41164,34734,53860,53161,156576
38670,42026,41142,34815,53910,53171,156653
38709,42101,41174,34820,53952,53205,156804
38693,42021,41231,34782,53916,53212,156727
38691,42087,41181,34755,53958,53189,156714
38719,42064,41182,34765,53885,53238,156730
38702,42028,41099,34792,53867,53205,156621
38709,42061,41172,34767,53921,53175,156709
38744,42135,41144,34794,53962,53258,156817
38720,42030,41130,34743,53908,53153,156623
38698,42104,41192,34718,53922,53199,156712
38645,41991,41141,34735,53850,53157,156512
38764,42144,41167,34731,53975,53212,156806
38768,42091,41185,34769,53931,53233,156813
38814,42041,41137,34683,53877,53222,156675
38821,42010,41157,34730,53888,53196,156718
38811,42082,41158,34702,53879,53215,156753
38816,42007,41130,34717,53858,53203,156670
38786,41986,41161,34688,53864,53179,156621
38795,42104,41147,34762,53945,53261,156808
38845,42042,41204,34712,53938,53222,156803
38805,42109,41182,34790,53976,53281,156886
38829,42142,41184,34695,53961,53244,156850
38774,42055,41155,34663,53812,53186,156647
38830,42032,41156,34704,53896,53194,156722
38822,42138,41220,34721,53973,53221,156901
38875,42072,41138,34705,53899,53260,156790
38861,42034,41136,34746,53908,53227,156777
38832,42092,41275,34707,53931,53278,156906
38816,42075,41156,34709,53910,53190,156756
38863,42032,41162,34670,53875,53198,156727
38892,42009,41137,34727,53898,53202,156765
38852,42030,41147,34658,53853,53188,156687
38814,42054,41131,34699,53888,53203,156698
38790,42050,41193,34670,53814,53259,156703
38814,42002,41163,34643,53827,53184,156622
38849,42062,41141,34650,53901,53184,156702
38809,42046,41107,34746,53946,53197,156708
