taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13366,14402,13669,15163,13439,16178,9944,53445,52474,11536,58590,45883
13339,14425,13645,15138,13483,16150,10001,53442,52465,11534,58568,45916
13378,14373,13669,15101,13504,16200,10016,53455,52504,11510,58680,45889
13360,14383,13671,15060,13506,16161,10070,53448,52469,11535,58588,45975
13391,14388,13700,14994,13490,16180,10119,53421,52513,11511,58634,46011
13401,14357,13767,15006,13473,16199,10130,53488,52521,11507,58655,46008
13392,14390,13771,15070,13459,16177,10133,53497,52551,11502,58615,46043
13409,14359,13823,14987,13452,16197,10077,53444,52533,11487,58664,45982
13425,14381,13818,15050,13434,16211,10076,53472,52595,11484,58678,46034
13435,14428,13834,14962,13442,16181,10034,53374,52633,11496,58673,45934
13453,14365,13860,15039,13414,16180,10011,53484,52580,11511,58637,45980
13450,14378,13894,15038,13416,16227,9912,53431,52550,11499,58758,45914
13433,14397,13878,15008,13376,16223,9859,53419,52478,11521,58677,45838
13448,14341,13902,14957,13358,16233,9786,53391,52389,11533,58651,45772
13438,14387,13892,15102,13378,16269,9803,53538,52495,11567,58794,45872
13445,14410,13859,15032,13346,16293,9782,53479,52486,11584,58716,45878
13427,14394,13818,15041,13346,16367,9817,53524,52505,11630,58777,45866
13404,14354,13768,15008,13344,16346,9803,53425,52430,11666,58674,45873
13388,14362,13777,15071,13341,16330,9807,53481,52422,11636,58667,45854
13375,14411,13726,15059,13354,16294,9867,53422,52440,11602,58618,45862
13386,14447,13728,15150,13358,16340,9890,53479,52548,11594,58683,45936
13367,14447,13724,15084,13356,16303,9878,53432,52490,11577,58650,45840
13352,14445,13704,15099,13364,16302,9943,53401,52502,11542,58633,45864
13345,14447,13683,15104,13381,16209,9891,53347,52413,11543,58591,45814
13340,14441,13664,15115,13371,16235,9927,53335,52462,11557,58550,45858
13335,14457,13689,15133,13390,16202,9982,53404,52494,11547,58584,45922
13348,14501,13678,15093,13433,16253,9946,53369,52594,11549,58665,45886
13349,14470,13660,15089,13453,16206,9968,53370,52550,11558,58630,45885
13356,14481,13669,15183,13476,16172,10018,53473,52602,11528,58640,45982
13340,14464,13628,15087,13483,16176,10003,53338,52568,11517,58603,45836
13344,14418,13649,15064,13501,16174,9992,53326,52534,11510,58579,45840
13358,14400,13643,15021,13498,16141,10074,53295,52519,11481,58554,45855
13368,14403,13661,15041,13498,16131,10178,53385,52588,11509,58552,46030
13390,14376,13706,14922,13503,16156,10148,53318,52518,11474,58595,45979
13405,14384,13746,15034,13467,16194,10103,53473,52536,11491,58687,45981
13377,14383,13779,14996,13431,16206,10128,53440,52525,11488,58648,45997
13413,14365,13830,15035,13417,16213,10065,53491,52542,11494,58667,45989
13423,14362,13847,15026,13413,16187,10035,53450,52512,11499,58612,45999
13446,14407,13836,15048,13396,16227,9958,53441,52567,11499,58706,45909
13460,14372,13887,14993,13396,16219,9904,53410,52525,11494,58718,45873
13453,14409,13881,15043,13384,16236,9879,53479,52516,11545,58716,45931
13483,14356,13891,14993,13361,16261,9817,53411,52483,11548,58702,45847
13468,14389,13863,15090,13379,16269,9768,53536,52472,11600,58787,45911
13465,14347,13859,15047,13355,16240,9800,53470,52462,11604,58657,45878
13463,14350,13835,15039,13345,16261,9811,53452,52470,11621,58694,45911
13432,14369,13800,15056,13355,16257,9815,53426,52495,11644,58641,45870
13421,14389,13779,15077,13357,16336,9810,53493,52488,11672,58714,45927
13413,14348,13743,15051,13347,16305,9780,53408,52364,11636,58674,45811
13382,14403,13727,15110,13336,16289,9827,53428,52453,11630,58588,45872
13360,14421,13691,15073,13351,16340,9847,53403,52438,11617,58677,45836
13344,14463,13719,15088,13366,16349,9874,53464,52505,11605,58695,45900
13363,14442,13677,15062,13361,16273,9915,53329,52496,11577,58635,45871
13348,14460,13683,15070,13397,16266,9903,53341,52502,11548,58643,45817
13367,14461,13695,15116,13398,16226,9912,53394,52538,11549,58648,45821
13363,14478,13692,15151,13431,16277,9952,53440,52583,11535,58708,45944
13355,14446,13691,15143,13442,16203,9935,53408,52524,11542,58662,45895
13347,14471,13699,15161,13477,16191,10002,53461,52605,11536,58666,45970
13354,14478,13696,15120,13504,16182,10020,53456,52618,11524,58660,45952
13360,14489,13690,15093,13504,16204,10059,53462,52641,11550,58724,46008
13363,14481,13688,15137,13510,16211,10067,53519,52669,11515,58707,46005
13354,14449,13705,15066,13516,16205,10104,53479,52606,11508,58717,45998
13373,14410,13724,15054,13496,16202,10156,53497,52646,11533,58670,46072
13387,14380,13739,15022,13479,16214,10166,53424,52618,11507,58677,46040
13410,14394,13781,15024,13431,16195,10119,53413,52623,11495,58654,45997
13435,14383,13788,15025,13426,16200,10114,53416,52661,11490,58645,46019
13435,14356,13816,15003,13414,16200,10054,53388,52582,11500,58630,46007
13432,14364,13836,15030,13419,16234,9974,53426,52516,11492,58687,45937
13442,14365,13858,15015,13399,16220,9905,53412,52446,11496,58649,45881
13436,14416,13832,15041,13421,16218,9927,53419,52574,11516,58705,45912
13433,14376,13882,14993,13406,16217,9901,53417,52503,11491,58669,45832
13474,14393,13874,14991,13383,16263,9855,53409,52570,11528,58697,45848
13434,14350,13864,14979,13337,16230,9842,53321,52416,11518,58567,45817
13414,14372,13850,15053,13376,16242,9797,53409,52393,11535,58663,45763
13413,14344,13848,15010,13361,16235,9764,53388,52331,11549,58650,45711
13445,14401,13839,15055,13354,16283,9826,53457,52536,11586,58737,45849
13421,14381,13800,15000,13350,16284,9827,53374,52471,11595,58687,45830
13405,14395,13749,15089,13350,16337,9845,53434,52477,11596,58692,45867
13401,14386,13751,15074,13357,16335,9834,53448,52410,11562,58723,45775
13382,14415,13699,15158,13376,16287,9888,53457,52487,11539,58697,45830
13371,14433,13711,15092,13379,16267,9938,53430,52529,11531,58648,45817
13350,14455,13703,15152,13384,16298,9908,53453,52520,11532,58688,45841
13371,14478,13708,15107,13405,16245,9920,53405,52538,11528,58696,45859
13367,14501,13688,15169,13421,16259,9882,53464,52565,11545,58739,45899
13340,14484,13675,15173,13437,16216,9942,53505,52524,11538,58704,45865
13377,14452,13670,15142,13470,16247,9957,53465,52541,11513,58739,45870
13368,14437,13666,15195,13481,16202,9972,53454,52551,11519,58690,45900
13362,14462,13658,15084,13489,16192,9989,53367,52588,11528,58642,45888
13364,14456,13656,15104,13507,16220,10019,53391,52621,11512,58713,45893
13384,14428,13691,15077,13541,16189,10010,53414,52647,11542,58739,45949
13365,14391,13678,15057,13524,16170,10002,53393,52525,11521,58627,45815
13365,14389,13717,15022,13493,16173,10016,53404,52485,11513,58629,45882
13388,14356,13744,14982,13480,16145,10044,53351,52453,11496,58585,45844
13412,14381,13832,15004,13443,16220,9980,53421,52535,11489,58691,45864
13439,14362,13836,14982,13400,16209,9928,53324,52513,11493,58611,45844
13435,14379,13857,14975,13375,16205,9875,53340,52482,11516,58623,45824
13448,14371,13844,15004,13362,16212,9842,53352,52481,11519,58639,45820
13457,14371,13860,15082,13362,16276,9782,53481,52434,11540,58744,45789
13430,14344,13877,15008,13359,16235,9775,53422,52386,11570,58616,45811
13451,14383,13855,15024,13369,16253,9807,53449,52496,11588,58712,45849
13432,14391,13820,15027,13331,16307,9794,53403,52484,11593,58716,45821
13432,14361,13820,15059,13345,16313,9790,53480,52444,11627,58720,45873
13374,14391,13765,15090,13342,16316,9789,53447,52397,11645,58709,45796
13365,14414,13732,15090,13364,16324,9816,53454,52443,11601,58709,45798
13373,14394,13695,15093,13358,16311,9905,53380,52448,11566,58647,45861
13381,14432,13722,15133,13346,16296,9932,53468,52552,11549,58646,45896
13387,14414,13712,15092,13384,16277,9887,53388,52489,11538,58683,45789
13397,14452,13702,15140,13363,16243,9910,53411,52552,11554,58638,45868
13369,14454,13700,15091,13380,16233,9928,53328,52536,11544,58595,45807
13360,14449,13719,15129,13398,16220,9911,53400,52516,11548,58634,45864
13364,14433,13698,15134,13446,16250,9909,53431,52498,11520,58739,45782
13380,14447,13699,15103,13459,16236,9960,53407,52594,11525,58709,45897
13383,14463,13700,15072,13486,16206,9948,53377,52618,11539,58658,45904
13368,14492,13684,15105,13505,16199,9939,53395,52642,11537,58708,45857
13370,14404,13696,15049,13531,16199,10005,53421,52554,11528,58685,45898
13367,14421,13698,15050,13533,16166,9931,53386,52549,11522,58672,45820
13380,14388,13707,15002,13514,16182,9941,53321,52536,11515,58667,45798
13385,14406,13705,15040,13527,16179,9971,53369,52579,11532,58682,45898
13400,14391,13771,15025,13533,16223,9964,53456,52572,11520,58795,45836
13437,14394,13818,15050,13476,16207,9956,53478,52582,11533,58811,45891
13455,14368,13837,15026,13418,16210,9916,53402,52534,11535,58741,45868
13473,14367,13841,15031,13388,16237,9913,53439,52536,11547,58718,45920
13464,14387,13838,15042,13371,16256,9861,53426,52526,11553,58744,45846
13473,14383,13858,14986,13365,16267,9870,53406,52568,11562,58758,45866
13476,14384,13843,15007,13367,16265,9834,53425,52537,11571,58749,45834
13463,14403,13842,15092,13368,16276,9880,53524,52561,11582,58793,45908
13444,14344,13817,15048,13357,16281,9855,53476,52464,11581,58709,45875
13433,14361,13803,15060,13348,16331,9883,53459,52495,11568,58738,45893
13423,14363,13781,15066,13340,16324,9869,53453,52468,11581,58713,45848
13418,14374,13777,15098,13370,16364,9897,53526,52527,11588,58742,45920
13393,14434,13745,15086,13352,16329,9944,53483,52555,11576,58692,45948
13387,14419,13744,15086,13361,16343,9947,53446,52565,11551,58720,45927
13376,14424,13734,15078,13377,16278,9920,53399,52509,11529,58663,45851
13374,14427,13714,15144,13380,16297,9901,53445,52496,11544,58719,45871
13383,14453,13710,15161,13387,16261,9905,53457,52528,11548,58663,45875
13391,14463,13728,15105,13421,16275,9949,53452,52559,11525,58738,45854
13361,14449,13709,15116,13426,16217,9949,53419,52549,11548,58618,45917
13363,14456,13712,15063,13467,16220,9932,53389,52562,11544,58672,45869
13332,14471,13718,15095,13490,16239,9962,53447,52568,11525,58743,45843
13376,14439,13722,15095,13526,16216,9954,53488,52613,11535,58743,45885
13367,14462,13705,15087,13543,16202,9948,53443,52603,11528,58709,45885
13380,14413,13747,15039,13551,16239,10080,53488,52664,11510,58781,45983
13398,14389,13733,15049,13523,16212,10135,53486,52636,11511,58711,46049
13409,14410,13777,15034,13480,16232,10135,53475,52674,11509,58727,46075
13405,14362,13780,15041,13463,16216,10115,53451,52573,11481,58711,45987
13435,14379,13831,15025,13432,16201,10052,53450,52590,11501,58700,45993
13429,14330,13820,15009,13418,16173,9971,53377,52449,11474,58639,45835
13443,14385,13842,15066,13396,16223,10031,53455,52614,11496,58712,45987
13458,14390,13839,15026,13400,16209,9935,53392,52575,11533,58708,45907
13486,14375,13835,15088,13396,16232,9855,53461,52555,11525,58738,45853
13452,14347,13842,15035,13382,16249,9819,53421,52422,11548,58703,45836
13435,14405,13856,15009,13351,16293,9817,53412,52510,11559,58720,45826
13428,14376,13813,15049,13343,16277,9808,53438,52438,11599,58687,45840
13435,14373,13772,15025,13339,16359,9830,53418,52486,11611,58759,45856
13423,14407,13754,15043,13369,16312,9881,53440,52524,11574,58725,45835
13395,14428,13728,15120,13372,16322,9936,53494,52543,11558,58724,45913
13368,14431,13717,15114,13348,16300,9902,53421,52476,11540,58638,45817
13364,14412,13726,15087,13371,16303,9930,53433,52486,11541,58686,45831
13358,14428,13735,15137,13380,16313,9935,53479,52509,11561,58728,45896
13368,14456,13712,15193,13385,16301,9935,53509,52545,11537,58739,45927
13367,14455,13713,15133,13404,16271,9915,53442,52550,11542,58702,45847
13390,14491,13719,15140,13429,16277,9960,53483,52621,11548,58764,45921
13389,14465,13701,15091,13459,16232,9932,53423,52560,11540,58714,45904
13384,14490,13693,15174,13490,16259,9950,53552,52634,11557,58784,45930
13364,14464,13702,15170,13494,16205,9952,53531,52586,11540,58722,45931
13374,14478,13708,15093,13515,16260,9972,53517,52625,11557,58784,45928
13382,14457,13724,15082,13555,16211,10035,53481,52712,11553,58773,45969
13394,14456,13720,15066,13561,16230,9956,53459,52645,11525,58798,45900
13412,14440,13735,15046,13559,16166,9966,53415,52643,11518,58755,45888
13400,14404,13747,15016,13532,16213,9981,53443,52603,11527,58787,45866
13408,14403,13735,15032,13520,16188,9955,53401,52580,11516,58727,45852
13417,14416,13766,15071,13498,16253,9965,53484,52627,11540,58817,45891
13428,14388,13805,15025,13471,16199,9963,53397,52598,11527,58741,45884
13445,14381,13815,15006,13406,16277,9949,53445,52591,11539,58789,45884
13481,14368,13851,14990,13381,16210,9899,53347,52555,11530,58733,45833
13461,14345,13832,15030,13366,16262,9863,53413,52480,11538,58770,45813
13472,14358,13809,15018,13352,16246,9917,53357,52545,11543,58718,45863
13455,14375,13807,15107,13365,16289,9901,53487,52496,11529,58793,45865
13429,14376,13773,15011,13359,16296,9916,53365,52485,11530,58703,45839
13420,14397,13773,15046,13368,16306,9955,53451,52520,11549,58722,45909
13401,14361,13769,15012,13354,16308,9892,53374,52455,11538,58654,45779
13410,14398,13743,15041,13351,16316,9904,53406,52521,11558,58663,45871
13381,14399,13746,15071,13349,16305,9907,53393,52462,11522,58633,45851
13387,14439,13735,15115,13388,16342,9931,53461,52542,11542,58772,45875
13387,14474,13704,15067,13391,16318,9951,53411,52626,11551,58718,45895
13376,14442,13734,15088,13396,16283,9949,53415,52556,11558,58709,45893
13367,14474,13732,15115,13426,16264,9920,53468,52574,11535,58723,45862
13372,14466,13725,15129,13425,16247,9951,53494,52553,11562,58706,45939
13353,14479,13709,15081,13441,16226,9936,53397,52566,11545,58696,45876
13366,14466,13725,15122,13476,16240,9939,53436,52611,11542,58740,45885
13352,14474,13697,15103,13508,16196,9955,53432,52609,11553,58700,45887
13372,14488,13714,15116,13505,16204,9942,53466,52640,11538,58758,45879
13365,14432,13721,15085,13518,16209,9986,53455,52581,11529,58712,45920
13352,14425,13709,15026,13553,16192,9963,53365,52557,11526,58674,45884
13366,14444,13705,15086,13536,16221,10022,53479,52639,11529,58772,45951
13372,14400,13723,15037,13551,16211,10056,53429,52579,11501,58737,45922
13384,14379,13742,14945,13532,16212,10065,53335,52612,11500,58700,45872
13411,14388,13777,14987,13516,16192,10071,53410,52616,11493,58718,45934
13414,14411,13786,14965,13480,16216,10023,53394,52594,11513,58721,45929
13433,14384,13839,15021,13444,16195,9990,53425,52571,11511,58703,45947
13446,14357,13851,14983,13443,16190,9971,53398,52514,11493,58698,45889
13449,14373,13890,15021,13435,16200,9954,53462,52589,11521,58728,45917
13469,14386,13900,15008,13393,16244,9913,53453,52590,11520,58735,45908
13485,14384,13879,15031,13374,16238,9868,53436,52548,11550,58700,45944
13447,14384,13886,15083,13384,16232,9862,53510,52513,11574,58717,45919
13439,14394,13886,15064,13377,16257,9859,53557,52533,11578,58722,45961
13464,14377,13850,15055,13370,16302,9820,53510,52501,11589,58779,45852
13449,14365,13843,15065,13374,16353,9856,53557,52556,11619,58837,45931
13409,14389,13781,15015,13353,16348,9861,53425,52485,11600,58738,45875
13403,14377,13764,15085,13347,16370,9931,53513,52507,11582,58730,45969
13401,14392,13744,15095,13335,16371,9894,53472,52465,11549,58732,45846
13385,14429,13724,15105,13357,16325,9927,53449,52488,11547,58708,45914
13390,14426,13731,15130,13370,16340,9931,53517,52545,11564,58771,45916
13383,14444,13735,15099,13369,16342,9918,53462,52551,11561,58741,45894
13384,14456,13732,15137,13388,16295,9962,53511,52602,11561,58735,45951
13382,14452,13749,15166,13388,16311,9932,53520,52585,11531,58760,45888
13384,14448,13737,15154,13405,16286,9935,53509,52574,11545,58744,45905
13390,14446,13714,15163,13409,16273,9910,53471,52565,11538,58734,45857
13368,14444,13707,15127,13460,16219,9896,53462,52492,11537,58693,45825
13390,14482,13721,15152,13467,16220,9955,53516,52607,11542,58696,45939
13362,14441,13692,15152,13487,16228,9965,53481,52574,11543,58754,45871
13373,14433,13690,15173,13519,16201,9952,53514,52567,11538,58706,45923
13354,14424,13672,15100,13519,16184,9943,53424,52517,11526,58688,45796
13359,14410,13690,15140,13528,16219,9958,53514,52491,11522,58722,45879
13375,14363,13704,15036,13516,16181,9988,53410,52489,11516,58658,45852
13390,14406,13740,15023,13510,16183,9977,53447,52539,11526,58686,45861
13375,14390,13730,15008,13509,16193,10013,53440,52528,11528,58680,45870
13409,14400,13804,15035,13474,16225,10006,53502,52561,11523,58752,45952
13427,14368,13823,15007,13460,16195,10005,53460,52515,11505,58744,45883
13415,14404,13833,15039,13424,16217,9936,53462,52507,11497,58731,45841
13437,14363,13855,15007,13409,16214,9912,53394,52516,11511,58730,45824
13460,14377,13864,15007,13372,16217,9894,53411,52495,11539,58730,45884
13436,14376,13837,14963,13372,16242,9842,53316,52464,11538,58694,45783
13446,14370,13868,15006,13363,16270,9878,53432,52525,11569,58695,45915
13446,14353,13842,15026,13328,16300,9893,53442,52462,11549,58721,45845
13440,14367,13827,15040,13374,16296,9879,53510,52483,11578,58769,45880
13417,14394,13792,15011,13338,16347,9907,53440,52486,11552,58761,45831
13417,14420,13782,15105,13366,16310,9912,53514,52546,11553,58755,45881
13407,14434,13758,15074,13364,16354,9900,53488,52590,11576,58765,45914
13410,14421,13754,15108,13362,16359,9925,53508,52588,11565,58790,45914
13396,14438,13737,15045,13371,16323,9913,53392,52515,11537,58737,45827
13394,14420,13754,15103,13370,16347,9939,53486,52553,11552,58773,45892
13380,14446,13706,15142,13383,16339,9927,53464,52551,11539,58786,45852
13383,14439,13740,15150,13393,16320,9981,53541,52598,11551,58758,45981
13391,14464,13750,15167,13402,16264,9974,53520,52597,11568,58733,45994
13397,14447,13728,15123,13430,16297,9968,53477,52617,11548,58806,45958
13385,14443,13727,15127,13432,16264,9944,53470,52564,11540,58767,45891
13393,14448,13711,15109,13443,16267,9953,53423,52585,11537,58732,45915
13390,14448,13713,15133,13476,16231,9952,53443,52591,11532,58723,45904
13383,14500,13707,15150,13508,16226,9984,53516,52669,11542,58800,45939
13391,14449,13729,15104,13523,16217,9971,53532,52627,11541,58769,45953
13386,14466,13703,15114,13538,16239,9991,53570,52655,11539,58803,45923
13397,14413,13710,15091,13548,16203,10039,53511,52620,11510,58751,45930
13372,14443,13700,15097,13538,16223,10041,53555,52588,11538,58766,45986
13408,14400,13746,15028,13528,16194,10087,53526,52593,11536,58720,46009
13423,14390,13735,15026,13522,16209,10052,53461,52605,11517,58773,45930
13417,14362,13784,15030,13506,16186,10037,53499,52584,11531,58707,45977
13407,14401,13806,15017,13498,16187,9989,53480,52529,11513,58756,45876
13424,14371,13857,14985,13448,16188,9975,53443,52509,11519,58726,45892
13432,14388,13862,15015,13399,16183,9910,53411,52457,11516,58671,45874
13430,14371,13883,15109,13378,16212,9897,53514,52500,11516,58716,45895
13453,14405,13867,14999,13376,16216,9906,53386,52582,11533,58707,45879
13452,14410,13910,15001,13387,16237,9880,53480,52557,11552,58777,45876
13467,14426,13872,15071,13384,16296,9922,53572,52625,11581,58809,46014
13443,14396,13847,15058,13353,16318,9891,53491,52524,11560,58760,45862
13428,14382,13782,15096,13368,16336,9906,53522,52540,11575,58794,45890
13409,14412,13756,15085,13367,16318,9949,53472,52560,11551,58771,45891
13411,14409,13784,15092,13356,16348,9960,53525,52591,11574,58758,46005
13405,14449,13749,15077,13359,16374,9959,53480,52618,11572,58788,45954
13408,14457,13760,15158,13381,16352,9958,53627,52650,11570,58798,45986
13399,14449,13753,15151,13369,16362,9971,53563,52624,11562,58807,45991
13389,14432,13753,15179,13369,16302,9924,53561,52531,11565,58724,45944
13386,14460,13737,15109,13386,16294,9956,53481,52566,11552,58697,45925
13382,14444,13730,15117,13408,16252,9956,53467,52575,11578,58710,45929
13384,14435,13724,15106,13421,16260,9959,53418,52583,11548,58706,45946
13368,14464,13718,15169,13434,16231,9959,53474,52590,11534,58691,45904
13361,14475,13695,15103,13470,16236,9927,53388,52569,11525,58722,45823
13367,14439,13724,15149,13484,16240,9900,53550,52497,11532,58781,45816
13366,14437,13709,15092,13508,16197,9938,53446,52548,11556,58687,45892
13366,14430,13716,15106,13521,16249,9955,53479,52600,11512,58742,45871
13375,14425,13697,15113,13566,16205,9983,53511,52595,11513,58748,45899
13384,14384,13703,15022,13538,16201,10040,53420,52554,11514,58691,45907
13401,14379,13741,15030,13509,16187,10062,53466,52531,11498,58679,45946
13391,14385,13756,15021,13504,16183,10036,53477,52546,11508,58694,45910
13420,14371,13782,15008,13498,16212,10010,53476,52510,11502,58724,45889
13427,14368,13804,15024,13468,16211,10019,53461,52577,11516,58734,45944
13422,14396,13822,15041,13426,16215,9915,53418,52532,11520,58707,45825
13446,14372,13869,15015,13412,16233,9928,53437,52562,11519,58771,45847
13450,14383,13872,15043,13389,16230,9892,53447,52507,11530,58757,45856
13439,14369,13863,14982,13360,16242,9869,53411,52482,11526,58669,45826
13439,14361,13860,14957,13337,16225,9859,53320,52435,11536,58614,45788
13454,14378,13846,15058,13354,16342,9845,53511,52509,11561,58807,45828
13449,14383,13823,15018,13364,16316,9874,53453,52513,11566,58752,45833
13427,14406,13822,15066,13360,16338,9888,53547,52532,11578,58752,45904
13412,14427,13769,15097,13351,16375,9867,53576,52483,11594,58790,45895
13397,14431,13756,15074,13367,16340,9907,53458,52530,11562,58749,45907
13387,14424,13745,15090,13369,16302,9907,53435,52470,11551,58704,45859
13388,14455,13714,15158,13359,16304,9954,53449,52597,11551,58718,45942
13390,14434,13726,15149,13354,16323,9979,53509,52554,11541,58706,45947
13372,14452,13726,15156,13380,16292,9895,53438,52554,11540,58713,45875
13351,14459,13705,15074,13375,16260,9939,53327,52506,11530,58642,45825
13362,14422,13717,15126,13418,16214,9912,53408,52492,11529,58634,45828
13354,14459,13693,15105,13439,16205,9944,53390,52508,11514,58648,45816
13372,14467,13716,15135,13473,16225,9911,53443,52554,11527,58725,45845
13374,14451,13692,15121,13474,16208,9952,53441,52565,11541,58661,45917
13372,14439,13684,15111,13519,16203,9942,53450,52544,11525,58670,45855
13364,14427,13676,15062,13532,16193,9956,53405,52538,11519,58704,45834
13375,14414,13693,15044,13542,16186,9948,53387,52521,11512,58748,45841
13368,14399,13694,15013,13511,16201,9987,53392,52502,11519,58633,45874
13387,14381,13722,15089,13528,16214,9968,53506,52510,11520,58708,45915
13374,14399,13727,15022,13515,16244,10024,53478,52549,11521,58763,45873
13408,14378,13739,15063,13498,16179,10007,53464,52532,11521,58685,45946
13403,14371,13792,15022,13472,16175,9953,53407,52469,11505,58677,45835
13409,14381,13790,14984,13426,16196,9925,53307,52478,11502,58671,45802
13404,14365,13826,15009,13402,16175,9940,53350,52467,11498,58654,45788
13440,14357,13870,15061,13409,16212,9874,53448,52484,11512,58727,45795
13444,14331,13874,15068,13368,16236,9885,53452,52456,11522,58698,45840
13462,14389,13884,14972,13378,16249,9877,53398,52551,11537,58750,45840
13443,14375,13855,15053,13340,16266,9839,53439,52443,11533,58756,45821
13461,14396,13818,15001,13341,16323,9844,53454,52515,11586,58761,45856
13433,14350,13832,15098,13363,16278,9823,53514,52474,11568,58763,45812
13457,14354,13838,15022,13337,16336,9848,53450,52483,11583,58733,45871
13435,14405,13778,15062,13338,16350,9875,53459,52530,11588,58787,45842
13413,14380,13776,15077,13353,16328,9851,53499,52512,11625,58731,45884
13412,14380,13744,15048,13362,16338,9885,53451,52480,11613,58694,45906
13380,14375,13741,15108,13324,16341,9895,53474,52462,11586,58699,45915
13391,14435,13706,15094,13365,16334,9878,53477,52500,11595,58738,45874
13400,14396,13740,15080,13356,16342,9928,53484,52521,11584,58701,45923
13381,14436,13738,15074,13363,16351,9918,53409,52580,11561,58735,45890
13374,14455,13725,15135,13358,16304,9948,53467,52580,11555,58723,45874
13360,14474,13719,15145,13366,16304,9880,53422,52508,11542,58711,45825
13340,14493,13710,15127,13377,16318,9917,53422,52548,11547,58749,45858
13353,14470,13688,15065,13420,16284,9887,53341,52494,11545,58705,45819
13343,14463,13679,15169,13437,16259,9916,53454,52532,11540,58726,45859
13375,14462,13694,15106,13441,16234,9925,53374,52583,11527,58690,45844
13349,14443,13698,15135,13471,16226,9935,53441,52570,11545,58653,45882
13360,14411,13685,15088,13467,16198,9923,53406,52463,11527,58620,45803
13364,14394,13669,15070,13502,16222,9918,53393,52479,11537,58672,45837
13375,14383,13693,15041,13549,16193,9906,53405,52479,11515,58695,45786
13389,14393,13694,15109,13522,16201,9975,53457,52535,11499,58712,45858
13373,14396,13704,15006,13530,16176,9959,53360,52513,11519,58670,45834
13372,14416,13743,15014,13521,16195,9968,53415,52530,11514,58681,45839
13381,14360,13774,14983,13462,16174,9984,53373,52427,11507,58635,45860
13399,14400,13807,14975,13451,16188,9917,53377,52464,11509,58689,45800
13409,14370,13841,14979,13406,16217,9922,53373,52446,11491,58690,45766
13431,14417,13837,15035,13378,16219,9899,53400,52552,11542,58711,45840
13440,14379,13822,14954,13334,16232,9839,53272,52459,11549,58660,45763
13443,14376,13830,14960,13366,16307,9837,53349,52491,11556,58780,45795
13431,14347,13810,15028,13330,16277,9795,53416,52422,11590,58682,45744
13425,14367,13799,15028,13348,16331,9859,53418,52475,11567,58762,45812
13411,14366,13774,15014,13361,16327,9878,53379,52478,11568,58696,45801
13388,14410,13759,15067,13359,16321,9858,53443,52467,11567,58769,45776
13404,14412,13735,15059,13350,16320,9880,53438,52494,11576,58676,45900
13397,14428,13761,15125,13360,16304,9897,53516,52518,11556,58721,45892
13403,14395,13723,15080,13360,16319,9912,53385,52490,11530,58697,45848
13370,14401,13736,15114,13358,16308,9922,53455,52476,11563,58643,45927
13356,14427,13725,15103,13367,16283,9874,53408,52432,11526,58653,45788
13361,14442,13735,15109,13378,16318,9933,53466,52550,11548,58726,45892
13378,14450,13703,15076,13382,16260,9925,53365,52532,11558,58651,45876
13363,14484,13695,15134,13400,16240,9943,53414,52576,11547,58659,45864
13368,14437,13713,15110,13427,16203,9890,53389,52484,11516,58657,45779
13374,14443,13702,15142,13455,16249,9881,53429,52483,11524,58742,45825
13363,14410,13689,15118,13481,16211,9877,53368,52457,11519,58662,45747
13363,14429,13712,15121,13504,16219,9943,53471,52568,11545,58727,45870
13363,14427,13695,15100,13512,16199,9955,53432,52549,11524,58675,45838
13364,14396,13698,15077,13521,16209,9931,53425,52497,11522,58680,45841
13370,14392,13694,15046,13525,16203,9932,53398,52492,11520,58708,45792
13371,14403,13697,14997,13505,16200,9946,53352,52478,11514,58657,45823
13373,14373,13693,15027,13523,16168,9975,53362,52474,11523,58632,45833
13390,14393,13754,15050,13522,16182,9956,53483,52501,11512,58692,45838
13415,14374,13798,14973,13474,16201,9978,53387,52507,11496,58691,45833
13428,14392,13830,15000,13434,16233,9922,53420,52540,11526,58739,45860
13434,14378,13849,15033,13398,16235,9920,53429,52502,11532,58707,45904
13446,14354,13852,15014,13371,16258,9881,53449,52436,11542,58710,45883
13445,14382,13838,15058,13366,16244,9843,53452,52458,11558,58745,45792
13461,14403,13822,15065,13374,16303,9870,53454,52609,11608,58797,45928
13457,14401,13779,15073,13355,16281,9856,53464,52515,11590,58719,45876
13443,14383,13770,15032,13338,16335,9858,53407,52470,11584,58700,45847
13413,14405,13763,15053,13329,16325,9815,53428,52448,11583,58669,45828
13398,14397,13754,15053,13330,16328,9874,53407,52475,11581,58680,45861
13408,14364,13748,15053,13323,16324,9826,53362,52425,11577,58685,45760
13402,14387,13755,15080,13359,16321,9874,53438,52466,11562,58736,45804
13397,14401,13745,15066,13343,16291,9868,53368,52448,11550,58657,45780
13379,14411,13746,15068,13337,16289,9918,53411,52470,11537,58633,45850
13370,14436,13729,15062,13356,16340,9895,53378,52477,11524,58701,45823
13369,14409,13717,15042,13358,16299,9867,53343,52438,11523,58645,45766
13386,14416,13715,15092,13364,16289,9917,53414,52478,11512,58628,45810
