taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
39067,42248,41307,34842,54105,53234,157464
39143,42176,41313,34898,54153,53242,157530
39024,42175,41297,34861,54046,53206,157357
39067,42194,41269,34805,53996,53215,157335
39005,42188,41202,34837,53986,53149,157232
39062,42152,41297,34787,54004,53205,157298
39020,42093,41247,34780,53951,53136,157140
39024,42184,41252,34821,54024,53164,157281
39038,42149,41249,34831,54024,53179,157267
39071,42162,41274,34840,54038,53235,157347
39018,42189,41266,34769,53997,53184,157242
38973,42174,41253,34835,54011,53193,157235
39016,42114,41228,34795,53981,53167,157153
39071,42144,41246,34812,54023,53207,157273
39043,42110,41235,34823,54022,53149,157211
38991,42153,41267,34795,53963,53217,157206
39063,42072,41231,34832,53977,53183,157198
39026,42105,41269,34821,53958,53241,157221
39024,42147,41288,34819,54055,53193,157278
39105,42154,41252,34834,54057,53253,157345
39022,42194,41261,34850,54013,53269,157327
39027,42136,41248,34832,54035,53176,157243
39005,42189,41233,34799,54038,53190,157226
38992,42193,41310,34789,54022,53191,157284
39008,42137,41299,34812,53971,53226,157256
39089,42223,41284,34855,54093,53273,157451
39080,42167,41357,34849,54090,53264,157453
39139,42223,41348,34878,54130,53315,157588
39081,42280,41304,34892,54157,53269,157557
39088,42227,41334,34866,54126,53279,157515
39110,42171,41284,34844,54071,53258,157409
39070,42266,41312,34875,54121,53294,157523
39131,42270,41300,34890,54098,53333,157591
39126,42242,41330,34926,54154,53298,157624
39026,42274,41330,34852,54133,53225,157482
39072,42191,41383,34843,54038,53262,157489
39053,42203,41318,34862,54078,53236,157436
39047,42176,41319,34870,54091,53232,157412
39061,42205,41289,34866,54090,53242,157421
39085,42286,41300,34856,54128,53294,157527
39021,42234,41259,34865,54081,53270,157379
39050,42216,41254,34880,54065,53232,157400
38992,42098,41220,34788,53931,53173,157098
39019,42147,41295,34854,54042,53235,157315
39016,42303,41278,34882,54131,53313,157479
39000,42152,41255,34832,54008,53188,157239
38992,42160,41207,34841,54042,53157,157200
39017,42136,41310,34797,54019,53201,157260
39027,42211,41284,34828,54057,53221,157350
39000,42200,41236,34830,54040,53210,157266
39010,42155,41243,34851,54037,53189,157259
39070,42223,41273,34849,54061,53257,157415
39082,42158,41320,34868,54049,53245,157428
39084,42190,41300,34867,54105,53232,157441
39009,42148,41359,34844,54029,53247,157360
39061,42177,41316,34847,54029,53258,157401
39093,42196,41272,34869,54079,53267,157430
39078,42194,41285,34857,54055,53252,157414
39039,42176,41292,34858,54016,53287,157365
39035,42167,41304,34827,54040,53244,157333
39106,42126,41319,34798,54004,53211,157349
39140,42213,41227,34855,54102,53234,157435
39057,42176,41266,34867,54037,53241,157366
39066,42173,41244,34861,54026,53223,157344
39014,42069,41187,34809,53941,53154,157079
39083,42193,41270,34823,54087,53224,157369
39096,42164,41312,34795,54015,53266,157367
39102,42138,41328,34869,54026,53253,157437
39183,42145,41248,34843,54054,53217,157419
39147,42185,41258,34920,54099,53253,157510
39127,42217,41234,34833,54051,53254,157411
39157,42212,41268,34826,54073,53283,157463
39098,42163,41246,34865,54065,53248,157372
39161,42155,41272,34912,54103,53239,157500
39152,42179,41297,34803,54067,53227,157431
39163,42185,41285,34878,54088,53254,157511
39119,42185,41260,34859,54027,53295,157423
39178,42216,41277,34852,54109,53262,157523
39120,42231,41245,34907,54100,53281,157503
39179,42170,41266,34830,54063,53264,157445
39143,42126,41291,34867,54062,53209,157427
39208,42193,41259,34885,54106,53291,157545
39151,42191,41222,34819,54096,53214,157383
39188,42185,41331,34898,54164,53259,157602
39134,42167,41240,34853,54106,53194,157394
39103,42175,41303,34887,54160,53194,157468
39104,42199,41223,34917,54099,53228,157443
39102,42161,41264,34885,54103,53218,157412
39069,42065,41239,34865,53989,53166,157238
39073,42130,41200,34862,54042,53161,157265
39024,42122,41235,34845,54001,53193,157226
39048,42135,41282,34910,54087,53224,157375
39140,42219,41319,34960,54159,53324,157638
39055,42185,41311,34918,54119,53262,157469
39009,42168,41244,34908,54068,53250,157329
39037,42194,41285,34929,54113,53221,157445
38983,42174,41307,34903,54117,53190,157367
39066,42306,41289,34984,54224,53311,157645
39067,42225,41298,35035,54162,53302,157625
39099,42218,41368,34996,54169,53347,157681
39073,42201,41260,34944,54138,53234,157478
39101,42203,41350,34894,54151,53265,157548
39092,42226,41344,34966,54197,53305,157628
39107,42154,41335,34973,54131,53268,157569
39097,42233,41248,34985,54136,53271,157563
39110,42234,41243,34980,54136,53279,157567
39113,42233,41279,34957,54169,53254,157582
39123,42186,41268,34970,54157,53261,157547
39087,42197,41268,34980,54148,53284,157532
39162,42206,41312,35002,54177,53329,157682
39127,42193,41277,35004,54144,53259,157601
39141,42216,41298,35022,54138,53360,157677
39105,42207,41302,34986,54151,53261,157600
39094,42249,41308,34962,54173,53286,157613
39053,42197,41257,34957,54164,53249,157464
39072,42311,41309,35023,54246,53324,157715
39094,42196,41339,35008,54159,53316,157637
39043,42280,41321,35003,54198,53306,157647
39034,42195,41283,34980,54152,53252,157492
39075,42217,41360,34971,54182,53288,157623
39055,42256,41345,34999,54215,53307,157655
39083,42270,41355,35033,54317,53296,157741
39062,42203,41266,35004,54194,53253,157535
39079,42276,41332,35015,54228,53318,157702
39066,42204,41310,35026,54131,53323,157606
39018,42212,41280,35020,54142,53272,157530
38963,42228,41315,34982,54159,53232,157488
39023,42217,41328,35015,54140,53313,157583
38946,42208,41350,35004,54145,53271,157508
38891,42271,41350,35016,54187,53274,157528
38773,42265,41403,34924,54149,53258,157365
38670,42242,41392,34972,54130,53277,157276
38594,42311,41385,34968,54139,53208,157258
38560,42414,41403,35068,54246,53324,157445
38506,42362,41400,35067,54229,53250,157335
38486,42455,41356,35035,54257,53253,157332
38490,42430,41401,34967,54176,53223,157288
38500,42420,41396,34970,54200,53221,157286
38460,42433,41357,34994,54200,53208,157244
38519,42497,41488,35113,54318,53349,157617
38523,42448,41417,35065,54277,53263,157453
38512,42572,41418,35045,54320,53262,157547
38494,42455,41466,35081,54310,53269,157496
38432,42502,41394,35021,54216,53257,157349
38487,42442,41381,35029,54186,53256,157339
38469,42456,41437,35037,54281,53222,157399
38540,42522,41413,35079,54316,53261,157554
38553,42545,41499,35084,54357,53343,157681
38495,42493,41406,35057,54298,53307,157451
38501,42456,41383,35084,54296,53303,157424
38504,42382,41395,35013,54226,53214,157294
38488,42418,41345,35059,54262,53237,157310
38561,42403,41375,35029,54289,53267,157368
38571,42348,41458,35023,54288,53273,157400
38552,42247,41443,34978,54165,53243,157220
38588,42327,41417,34987,54165,53294,157319
38571,42270,41363,34923,54114,53248,157127
38641,42251,41400,34977,54135,53297,157269
38716,42209,41397,34932,54073,53317,157254
38858,42146,41381,34903,54075,53233,157288
38869,42199,41241,34843,54062,53156,157152
38925,42205,41229,34869,54064,53151,157228
38868,42154,41198,34838,53958,53131,157058
38918,42173,41236,34853,54012,53174,157180
38918,42146,41229,34862,54033,53166,157155
38886,42128,41194,34913,53984,53095,157121
38937,42175,41270,34920,54047,53180,157302
38984,42238,41282,34946,54135,53200,157450
38983,42247,41250,34969,54124,53206,157449
39035,42214,41344,34893,54149,53255,157486
38935,42288,41285,34967,54119,53299,157475
38963,42262,41326,34953,54143,53284,157504
38952,42205,41300,34886,54060,53232,157343
38936,42171,41308,34885,54033,53245,157300
38931,42306,41402,34866,54167,53285,157505
39043,42189,41342,34919,54118,53297,157493
39033,42179,41306,34871,54068,53234,157389
39058,42192,41351,34850,54112,53236,157451
39078,42269,41313,34857,54068,53290,157517
39104,42209,41324,34872,54038,53289,157509
39025,42249,41240,34851,54026,53237,157365
39052,42259,41241,34909,54099,53221,157461
39071,42241,41257,34902,54086,53235,157471
39074,42192,41258,34867,54057,53182,157391
39077,42181,41262,34808,54007,53198,157328
39060,42151,41268,34825,54015,53178,157304
39097,42134,41237,34798,53967,53188,157266
39100,42312,41308,34912,54188,53259,157632
39091,42286,41307,34865,54077,53292,157549
39154,42273,41310,34925,54133,53291,157662
39132,42219,41292,34837,54032,53289,157480
39155,42238,41314,34846,54100,53260,157553
39100,42209,41239,34852,54026,53249,157400
39073,42248,41247,34881,54042,53252,157449
39105,42163,41252,34856,53983,53249,157376
39157,42133,41223,34834,53932,53278,157347
39081,42178,41229,34868,54024,53236,157356
39035,42243,41240,34871,54038,53241,157389
39122,42184,41278,34844,54047,53273,157428
39106,42193,41248,34816,54012,53263,157363
39107,42116,41218,34811,53980,53204,157252
39040,42161,41265,34856,54016,53253,157322
39064,42150,41227,34809,53963,53189,157250
39111,42157,41220,34834,53989,53228,157322
39089,42141,41214,34780,53983,53205,157224
39087,42057,41191,34826,53921,53216,157161
39064,42209,41270,34830,54071,53256,157373
39086,42153,41249,34831,54017,53256,157319
39099,42139,41197,34817,53976,53220,157252
39069,42187,41242,34834,53994,53263,157332
39102,42175,41235,34770,53974,53254,157282
39088,42149,41267,34834,53982,53255,157338
39106,42153,41256,34828,54001,53259,157343
39096,42221,41255,34822,54040,53312,157394
39034,42232,41219,34848,54050,53242,157333
39035,42160,41199,34770,54011,53157,157164
39091,42107,41239,34816,53962,53189,157253
39084,42193,41309,34873,54064,53297,157459
39072,42196,41262,34830,54026,53222,157360
39119,42192,41253,34840,54031,53242,157404
39072,42143,41240,34811,53986,53216,157266
39067,42239,41283,34865,54137,53206,157454
39135,42235,41246,34820,54047,53285,157436
39086,42170,41255,34856,54014,53260,157367
39090,42196,41253,34854,54031,53257,157393
39065,42220,41259,34840,54074,53246,157384
39064,42135,41157,34814,53938,53201,157170
39042,42202,41291,34843,54031,53237,157378
39109,42175,41213,34808,53996,53244,157305
39082,42164,41236,34848,54007,53223,157330
39096,42203,41232,34841,54022,53249,157372
39089,42191,41236,34843,54051,53220,157359
39077,42156,41243,34824,54030,53198,157300
39096,42183,41256,34808,54008,53227,157343
39082,42158,41236,34806,53977,53193,157282
39100,42157,41213,34796,54008,53220,157266
39087,42175,41213,34836,54009,53222,157311
39073,42279,41308,34857,54121,53248,157517
39093,42156,41248,34827,53986,53231,157324
39093,42082,41202,34845,53950,53177,157222
39026,42148,41180,34858,54015,53185,157212
39118,42251,41289,34839,54055,53294,157497
39099,42189,41215,34902,54096,53213,157405
39134,42254,41293,34874,54109,53335,157555
39101,42209,41258,34808,54046,53251,157376
39059,42097,41210,34803,53949,53182,157169
39035,42128,41173,34856,53978,53202,157192
39028,42163,41297,34839,54019,53258,157327
39098,42181,41190,34841,53996,53271,157310
39092,42171,41237,34823,54017,53234,157323
39018,42119,41204,34776,53955,53176,157117
39021,42141,41233,34781,53928,53205,157176
38987,42142,41109,34795,53920,53127,157033
39043,42132,41160,34773,53915,53211,157108
39045,42116,41245,34803,53964,53226,157209
39111,42247,41263,34818,54114,53259,157439
39064,42125,41203,34810,53969,53240,157202
39100,42122,41237,34808,54005,53212,157267
39049,42118,41193,34812,53954,53221,157172
39037,42203,41197,34821,54028,53270,157258
39087,42081,41169,34821,53993,53214,157158
39077,42178,41226,34796,54054,53251,157277
39019,42136,41208,34820,54003,53202,157183
39055,42185,41167,34823,53995,53251,157230
39020,42115,41226,34766,53960,53188,157127
39043,42087,41249,34826,53961,53258,157205
39063,42169,41230,34845,54026,53276,157307
39096,42176,41244,34824,54054,53225,157340
39070,42105,41193,34832,53978,53230,157200
39110,42131,41198,34885,54055,53255,157324
39069,42123,41217,34872,54005,53222,157281
39075,42171,41179,34868,54041,53245,157293
38977,42136,41170,34857,53984,53240,157140
38984,42187,41185,34923,54039,53242,157279
38984,42116,41163,34879,53959,53219,157142
38995,42193,41184,34912,54050,53250,157284
38981,42139,41154,34932,54017,53266,157206
38988,42183,41232,34914,54070,53257,157317
39026,42178,41278,34922,54136,53269,157404
38978,42148,41202,34966,54079,53254,157294
38943,42120,41180,34914,54036,53221,157157
38907,42054,41208,34955,54037,53199,157124
38978,42135,41188,34974,54095,53255,157275
38927,42210,41272,34983,54139,53292,157392
38926,42184,41207,34982,54114,53259,157299
38944,42087,41236,34958,54025,53268,157225
38950,42131,41200,34938,54046,53267,157219
38981,42148,41193,34964,54052,53241,157286
38951,42115,41155,34939,54021,53219,157160
38944,42269,41270,34988,54137,53346,157471
38958,42101,41251,34991,54067,53272,157301
39032,42184,41263,35038,54160,53330,157517
39023,42109,41220,35018,54090,53281,157370
38954,42199,41219,35059,54150,53270,157431
38961,42120,41213,34999,54076,53262,157293
39036,42178,41281,35018,54176,53341,157513
38975,42201,41238,35023,54140,53281,157437
39053,42266,41273,35053,54242,53353,157645
