taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
38597,42043,41215,34868,53973,53094,156723
38534,42115,41193,34963,54029,53157,156805
38489,42214,41181,35021,54051,53184,156905
38519,42094,41150,35080,54017,53164,156843
38539,42070,41130,35035,53962,53159,156774
38510,42075,41094,35044,53970,53143,156723
38542,42134,41141,35143,54074,53219,156960
38532,42097,41141,35075,53986,53212,156845
38495,42089,41119,35100,53985,53193,156803
38472,42086,41138,35048,53930,53209,156744
38475,42145,41149,35094,53998,53192,156863
38498,42101,41106,35130,54015,53155,156835
38488,42153,41176,35119,54032,53228,156936
38528,42088,41086,35192,54017,53125,156894
38522,42204,41151,35209,54152,53197,157086
38519,42127,41137,35274,54139,53182,157057
38550,42129,41152,35234,54122,53206,157065
38483,42135,41068,35253,54118,53121,156939
38500,42130,41133,35239,54127,53156,157002
38430,42158,41092,35261,54098,53178,156941
38553,42082,41147,35291,54109,53183,157073
38483,42155,41133,35313,54167,53175,157084
38524,42146,41134,35237,54167,53181,157041
38435,42194,41104,35238,54123,53182,156971
38500,42180,41125,35300,54120,53233,157105
38486,42158,41144,35283,54143,53231,157071
38491,42215,41140,35395,54257,53228,157241
38438,42122,41136,35326,54127,53174,157022
38434,42100,41107,35268,54089,53141,156909
38465,42027,41106,35226,54075,53117,156824
38464,42163,41124,35241,54175,53133,156992
38481,42175,41114,35315,54178,53228,157085
38532,42185,41113,35333,54245,53162,157163
38485,42125,41124,35299,54155,53165,157033
38490,42130,41143,35258,54161,53167,157021
38502,42136,41150,35265,54158,53188,157053
38501,42158,41158,35260,54163,53157,157077
38499,42195,41176,35199,54201,53162,157069
38510,42192,41161,35253,54222,53199,157116
38519,42148,41167,35226,54165,53164,157060
38561,42185,41201,35206,54175,53202,157153
38530,42103,41181,35132,54042,53155,156946
38509,42162,41169,35131,54088,53192,156971
38570,42133,41222,35078,54104,53171,157003
38608,42209,41282,34983,54111,53227,157082
38531,42184,41235,34875,54043,53124,156825
38546,42206,41320,34800,54038,53128,156872
38599,42146,41371,34747,53988,53121,156863
38587,42293,41454,34704,54086,53193,157038
38659,42170,41542,34733,54049,53231,157104
38674,42218,41517,34699,54024,53166,157108
38613,42166,41501,34684,53999,53185,156964
38616,42176,41592,34668,53987,53227,157052
38652,42149,41479,34648,53959,53171,156928
38607,42123,41510,34623,53973,53137,156863
38622,42192,41469,34679,54007,53166,156962
38659,42214,41516,34665,54019,53200,157054
38691,42189,41533,34669,54004,53216,157082
38615,42223,41505,34660,53998,53191,157003
38613,42122,41560,34599,53891,53161,156894
38619,42110,41590,34542,53868,53211,156861
38669,42138,41602,34599,53908,53273,157008
38664,42165,41625,34627,54019,53231,157081
38629,42193,41565,34622,53983,53213,157009
38609,42111,41613,34610,53965,53203,156943
38627,42089,41589,34547,53894,53165,156852
38659,42181,41560,34550,53930,53218,156950
38637,42139,41620,34567,53912,53231,156963
38610,42102,41636,34564,53908,53213,156912
38590,42183,41614,34615,53981,53246,157002
38613,42168,41631,34532,53920,53190,156944
38566,42120,41611,34473,53852,53140,156770
38596,42153,41675,34530,53933,53215,156954
38600,42137,41646,34553,53898,53226,156936
38630,42191,41672,34544,53978,53255,157037
